     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,12/16/2017-12/22/2017,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
REMOTE, STATION,FF,SEN/DIS, 7-D AFAS UNL,30-D AFAS/RMF UNL,JOINT RR TKT,7-D UNL,30-D UNL,14-D RFM UNL,1-D UNL,14-D UNL,7D-XBUS PASS,TCMC,RF 2 TRIP,RR UNL NO TRADE,TCMC ANNUAL MC,MR EZPAY EXP,MR EZPAY UNL,PATH 2-T,AIRTRAIN FF,AIRTRAIN 30-D,AIRTRAIN 10-T,AIRTRAIN MTHLY,STUDENTS,NICE 2-T,CUNY-120,CUNY-60,                                                                   
R269,BEDFORD AVENUE-NOSTRAND AVE   ,00017057,00000478,00000096,00000191,00000003,00013728,00014526,00000000,00000000,00000000,00000006,00000129,00000201,00000000,00001927,00000288,00000330,00000000,00000342,00000000,00000000,00000000,00002124,00000000,00000126,00000000,                                                                                                    
R270,SMITH STREET-9TH STREET       ,00010887,00000450,00000061,00000218,00000004,00006778,00006140,00000000,00000000,00000000,00000012,00000081,00000389,00000003,00000647,00000174,00000139,00000000,00000133,00000000,00000000,00000000,00001663,00000000,00000105,00000000,                                                                                                    
R271,AVENUE X-MCDONALD AVENUE      ,00006430,00000558,00000031,00000208,00000000,00002472,00003856,00000000,00000000,00000000,00000005,00000070,00000184,00000000,00000307,00000082,00000044,00000000,00000045,00000000,00000000,00000000,00000948,00000000,00000104,00000000,                                                                                                    
R272,28TH STREET-7TH AVENUE        ,00034282,00002815,00000238,00000622,00000137,00015313,00019180,00000000,00000000,00000000,00000188,00000480,00000478,00000127,00002347,00000924,00000703,00000000,00000661,00000000,00000000,00000000,00001061,00000000,00000102,00000000,                                                                                                    
R273,145TH STREET-BROADWAY         ,00018980,00001539,00000275,00000555,00000014,00022843,00017717,00000000,00000000,00000000,00000015,00000100,00000694,00000007,00001672,00000202,00000401,00000000,00000256,00000000,00000000,00000000,00002456,00000000,00000235,00000000,                                                                                                    
R274,191ST STREET-ST NICHOLAS AV   ,00016692,00001845,00000300,00000391,00000003,00015991,00011484,00000000,00000000,00000000,00000010,00000100,00000795,00000002,00001431,00000123,00000220,00000000,00000193,00000000,00000000,00000000,00005093,00000000,00000293,00000000,                                                                                                    
R275,183RD STREET-JEROME AVENUE    ,00012664,00000605,00000110,00000167,00000000,00013431,00004755,00000000,00000000,00000000,00000002,00000051,00000514,00000001,00000600,00000064,00000072,00000000,00000052,00000000,00000000,00000000,00003672,00000000,00000452,00000000,                                                                                                    
R276,JACKSON AVENUE-VERNON BLVD    ,00035305,00001612,00000130,00000379,00000070,00013152,00027483,00000000,00000000,00000000,00000080,00000436,00000326,00000086,00004151,00001424,00000960,00000000,00000525,00000000,00000000,00000000,00003217,00000000,00000075,00000000,                                                                                                    
R277,PRESIDENT ST-NOSTRAND AVE     ,00007902,00000608,00000139,00000134,00000003,00005398,00005313,00000000,00000000,00000000,00000002,00000066,00000207,00000006,00000870,00000113,00000132,00000000,00000079,00000000,00000000,00000000,00002420,00000000,00000244,00000000,                                                                                                    
R278,25TH STREET-4TH AVENUE        ,00007000,00000326,00000060,00000055,00000002,00004123,00004571,00000000,00000000,00000000,00000007,00000075,00000111,00000002,00000461,00000127,00000109,00000000,00000144,00000000,00000000,00000000,00000734,00000000,00000062,00000000,                                                                                                    
R279,JEFFERSON STREET-WYCKOFF AV   ,00018714,00000415,00000056,00000133,00000002,00013175,00012378,00000000,00000000,00000000,00000018,00000114,00000234,00000002,00001254,00000266,00000311,00000000,00000256,00000000,00000000,00000000,00001616,00000000,00000167,00000000,                                                                                                    
R280,190TH STREET-OVERLOOK TERR    ,00006750,00000944,00000077,00000190,00000000,00004086,00007317,00000000,00000000,00000000,00000007,00000110,00000247,00000008,00000973,00000211,00000261,00000000,00000103,00000000,00000000,00000000,00001383,00000000,00000047,00000000,                                                                                                    
R281,72ND STREET-CENTRAL PK WEST   ,00020538,00002050,00000097,00000281,00000011,00009523,00010575,00000000,00000000,00000000,00000028,00000331,00000290,00000033,00001351,00000726,00000395,00000000,00000529,00000000,00000000,00000000,00001042,00000000,00000036,00000000,                                                                                                    
R282,SPRING STREET-6TH AVENUE      ,00032211,00001360,00000089,00000235,00000080,00010912,00015918,00000000,00000001,00000000,00000054,00000528,00000192,00000154,00002553,00001007,00000551,00000000,00000639,00000000,00000000,00000000,00002266,00000000,00000081,00000000,                                                                                                    
R283,LAFAYETTE AVENUE-FULTON ST    ,00012233,00000575,00000074,00000155,00000001,00008206,00007725,00000000,00000000,00000000,00000013,00000114,00000186,00000006,00001082,00000298,00000250,00000000,00000279,00000000,00000000,00000000,00002629,00000000,00000121,00000000,                                                                                                    
R284,CLINTON AVENUE-FULTON ST      ,00017037,00000732,00000102,00000149,00000004,00008291,00011974,00000000,00000000,00000000,00000018,00000190,00000168,00000007,00002031,00000383,00000431,00000000,00000338,00000000,00000000,00000000,00001777,00000000,00000070,00000000,                                                                                                    
R285,MOTT AVENUE-BEACH 22ND ST     ,00006543,00000373,00000058,00000121,00000001,00003808,00001648,00000000,00000000,00000000,00000003,00000034,00000245,00000000,00000205,00000028,00000023,00000000,00000038,00000000,00000000,00000000,00001643,00000000,00000041,00000000,                                                                                                    
R286,MYRTLE AVENUE-MARCY AVENUE    ,00009717,00000255,00000043,00000067,00000000,00007707,00006529,00000000,00000000,00000000,00000006,00000055,00000219,00000000,00000791,00000093,00000106,00000000,00000126,00000000,00000000,00000000,00002017,00000000,00000114,00000000,                                                                                                    
R287,CLASSON AVENUE-LAFAYETTE AV   ,00011312,00000315,00000037,00000051,00000007,00006279,00007309,00000000,00000000,00000000,00000009,00000099,00000171,00000000,00000928,00000189,00000195,00000000,00000197,00000000,00000000,00000000,00001727,00000000,00000071,00000000,                                                                                                    
R288,7TH AVENUE-9TH STREET         ,00028440,00002676,00000115,00000395,00000012,00009162,00019565,00000000,00000000,00000000,00000020,00000515,00000354,00000013,00003347,00001198,00000713,00000000,00000411,00000000,00000000,00000000,00006794,00000000,00000080,00000000,                                                                                                    
R289,FT HAMILTON PKY-GREENWOOD     ,00011540,00001198,00000064,00000238,00000001,00004179,00009605,00000000,00000000,00000000,00000004,00000240,00000171,00000006,00001384,00000494,00000396,00000000,00000171,00000000,00000000,00000000,00003074,00000000,00000037,00000000,                                                                                                    
R290,HOUSTON STREET-VARICK ST      ,00036407,00002581,00000224,00000454,00000232,00011875,00018790,00000000,00000000,00000000,00000188,00000461,00000325,00000372,00002386,00001331,00000630,00000000,00000472,00000000,00000000,00000000,00002025,00000000,00000096,00000000,                                                                                                    
R291,33RD STREET-QUEENS BLVD       ,00017557,00001018,00000098,00000298,00000026,00009296,00009823,00000000,00000000,00000000,00000059,00000176,00000245,00000057,00001548,00000308,00000205,00000000,00000149,00000000,00000000,00000000,00008474,00000000,00000757,00000000,                                                                                                    
R292,BAYCHESTER AVE-TILLOTSON      ,00008446,00000404,00000056,00000044,00000002,00004869,00002589,00000000,00000000,00000000,00000015,00000043,00000300,00000001,00000439,00000047,00000033,00000000,00000043,00000000,00000000,00000000,00003941,00000000,00000158,00000000,                                                                                                    
R293,34TH STREET - PENN STATION    ,00182269,00008769,00000706,00001266,00003920,00038043,00045362,00000000,00000000,00000000,00000430,00001676,00002949,00005437,00005840,00005725,00001411,00000000,00002888,00000000,00000000,00000000,00004140,00000000,00000616,00000000,                                                                                                    
R294,MORGAN AVENUE-HARRISON PL     ,00018568,00000359,00000067,00000141,00000012,00013681,00013207,00000000,00000000,00000000,00000013,00000157,00000205,00000006,00001444,00000252,00000319,00000000,00000348,00000000,00000000,00000000,00001535,00000000,00000122,00000000,                                                                                                    
R295,WILSON AVENUE-MOFFAT STREET   ,00009008,00000315,00000037,00000036,00000004,00009492,00006628,00000000,00000000,00000000,00000008,00000041,00000228,00000001,00000724,00000055,00000122,00000000,00000137,00000000,00000000,00000000,00001483,00000000,00000134,00000000,                                                                                                    
R296,163RD ST & AMSTERDAM AVE      ,00008114,00000569,00000104,00000124,00000000,00008853,00005667,00000000,00000000,00000000,00000004,00000030,00000363,00000000,00000536,00000086,00000133,00000000,00000078,00000000,00000000,00000000,00001706,00000000,00000042,00000000,                                                                                                    
R297,FRANKLIN AVENUE-FULTON ST     ,00013306,00000642,00000159,00000180,00000010,00009843,00010044,00000000,00000000,00000000,00000016,00000106,00000354,00000001,00001423,00000238,00000253,00000000,00000243,00000000,00000000,00000000,00001828,00000000,00000114,00000000,                                                                                                    
R298,NORTHERN BLVD-BROADWAY        ,00012561,00001233,00000171,00000452,00000003,00009030,00011878,00000000,00000000,00000000,00000013,00000152,00000319,00000002,00000914,00000212,00000162,00000000,00000126,00000000,00000000,00000000,00001628,00000000,00000241,00000000,                                                                                                    
R299,BROADWAY - UNION AVENUE       ,00006998,00000491,00000060,00000183,00000003,00006482,00005405,00000000,00000000,00000000,00000004,00000035,00000170,00000001,00000511,00000082,00000064,00000000,00000077,00000000,00000000,00000000,00001690,00000000,00000079,00000000,                                                                                                    
R300,2ND AVENUE-HOUSTON STREET     ,00047221,00002510,00000247,00000663,00000041,00021804,00026320,00000000,00000000,00000000,00000051,00000587,00000643,00000046,00003545,00001026,00000666,00000000,00001121,00000000,00000000,00000000,00003513,00000000,00000207,00000000,                                                                                                    
R301,YORK STREET-JAY STREET        ,00024190,00000714,00000065,00000299,00000009,00012483,00015007,00000000,00000000,00000000,00000011,00000341,00000265,00000009,00001951,00000782,00000459,00000000,00000618,00000000,00000000,00000000,00001073,00000000,00000187,00000000,                                                                                                    
R302,57TH STREET-6TH AVENUE        ,00045615,00002624,00000163,00000429,00000083,00016560,00021665,00000000,00000000,00000000,00000142,00000792,00000492,00000083,00003820,00001619,00000629,00000000,00000860,00000000,00000000,00000000,00000578,00000000,00000163,00000000,                                                                                                    
R303,21ST STREET-QUEENSBRIDGE      ,00016991,00001722,00000361,00000903,00000010,00016674,00013830,00000000,00000000,00000000,00000025,00000172,00000868,00000018,00001369,00000220,00000193,00000000,00000299,00000000,00000000,00000000,00002222,00000000,00000209,00000000,                                                                                                    
R304,RECTOR STREET-GREENWICH ST    ,00027269,00001384,00000075,00000248,00000172,00009485,00011435,00000000,00000000,00000000,00000714,00000432,00000203,00000282,00001651,00000879,00000361,00000000,00000572,00000000,00000000,00000000,00001271,00000000,00000035,00000000,                                                                                                    
R306,238TH STREET-BROADWAY         ,00010658,00000741,00000060,00000197,00000010,00005775,00005900,00000000,00000000,00000000,00000028,00000097,00000277,00000001,00000814,00000253,00000109,00000000,00000069,00000000,00000000,00000000,00001296,00000000,00000150,00000000,                                                                                                    
R307,138TH ST-GRAND CONCOURSE      ,00007949,00000289,00000061,00000108,00000001,00005437,00003306,00000000,00000000,00000000,00000015,00000031,00000244,00000001,00000519,00000069,00000085,00000000,00000041,00000000,00000000,00000000,00001016,00000000,00000120,00000000,                                                                                                    
R308,MT EDEN AVENUE-JEROME AVE     ,00010591,00000648,00000115,00000195,00000001,00010234,00004319,00000000,00000000,00000000,00000008,00000047,00000448,00000009,00000530,00000072,00000062,00000000,00000053,00000000,00000000,00000000,00002752,00000000,00000209,00000000,                                                                                                    
R309,176TH STREET-JEROME AVENUE    ,00010697,00000465,00000153,00000164,00000000,00012652,00004923,00000000,00000000,00000000,00000012,00000037,00000461,00000001,00000617,00000027,00000060,00000000,00000043,00000000,00000000,00000000,00003540,00000000,00000333,00000000,                                                                                                    
R310,111TH STREET-ROOSEVELT AVE    ,00025723,00000792,00000077,00000367,00000008,00024975,00010849,00000000,00000000,00000000,00000009,00000103,00000419,00000000,00000502,00000097,00000087,00000000,00000126,00000000,00000000,00000000,00004852,00000000,00000327,00000000,                                                                                                    
R311,BOWERY STREET-DELANCEY ST     ,00004824,00000546,00000028,00000386,00000004,00002761,00004524,00000000,00000000,00000000,00000010,00000039,00000122,00000004,00000341,00000084,00000064,00000000,00000125,00000000,00000000,00000000,00000719,00000000,00000033,00000000,                                                                                                    
R312,WEST 6TH STREET-SURF AVENUE   ,00004571,00000747,00000029,00000152,00000000,00001266,00002479,00000000,00000000,00000000,00000002,00000128,00000139,00000001,00000196,00000073,00000056,00000000,00000039,00000000,00000000,00000000,00000895,00000000,00000047,00000000,                                                                                                    
R313,BUSHWICK AVENUE-ABERDEEN ST   ,00003852,00000184,00000037,00000020,00000000,00004244,00002930,00000000,00000000,00000000,00000000,00000006,00000097,00000000,00000296,00000027,00000050,00000000,00000046,00000000,00000000,00000000,00000948,00000000,00000035,00000000,                                                                                                    
R314,103RD ST-CENTRAL PARK WEST    ,00009602,00000971,00000078,00000314,00000002,00006234,00006627,00000000,00000000,00000000,00000006,00000104,00000321,00000005,00000827,00000257,00000192,00000000,00000209,00000000,00000000,00000000,00001570,00000000,00000057,00000000,                                                                                                    
R315,155TH STREET-8TH AVENUE       ,00007210,00000677,00000129,00000253,00000005,00007130,00003429,00000000,00000000,00000000,00000005,00000026,00000375,00000006,00000369,00000016,00000036,00000000,00000048,00000000,00000000,00000000,00002568,00000000,00000168,00000000,                                                                                                    
R316,FLUSHING AVENUE-MARCY AVE     ,00005646,00000208,00000036,00000046,00000006,00004424,00002471,00000000,00000000,00000000,00000007,00000050,00000099,00000000,00000308,00000064,00000028,00000000,00000075,00000000,00000000,00000000,00001099,00000000,00000072,00000000,                                                                                                    
R317,LAFAYETTE AV-WASHINGTON AV    ,00010574,00000544,00000056,00000144,00000007,00004579,00007008,00000000,00000000,00000000,00000007,00000109,00000103,00000006,00000963,00000293,00000222,00000000,00000193,00000000,00000000,00000000,00001366,00000000,00000035,00000000,                                                                                                    
R318,FULTON STREET-LAFAYETTE AV    ,00009219,00000471,00000052,00000127,00000024,00007213,00007910,00000000,00000000,00000000,00000001,00000085,00000112,00000011,00000779,00000216,00000207,00000000,00000171,00000000,00000000,00000000,00007704,00000000,00000085,00000000,                                                                                                    
R319,63RD STREET-LEXINGTON AVE     ,00049249,00004081,00000270,00000628,00000074,00019509,00032072,00000000,00000000,00000000,00000101,00000903,00000517,00000087,00003654,00001850,00000809,00000000,00000548,00000000,00000000,00000000,00001942,00000000,00000235,00000000,                                                                                                    
R320,CANAL STREET-VARICK STREET    ,00015911,00000595,00000038,00000094,00000094,00006110,00007201,00000000,00000000,00000000,00000047,00000207,00000124,00000140,00001451,00000490,00000251,00000000,00000274,00000000,00000000,00000000,00000881,00000000,00000047,00000000,                                                                                                    
R321,18TH STREET-7TH AVENUE        ,00022579,00001887,00000099,00000280,00000098,00008609,00012306,00000000,00000000,00000000,00000076,00000416,00000219,00000093,00002146,00000937,00000416,00000000,00000394,00000000,00000000,00000000,00002133,00000000,00000067,00000000,                                                                                                    
R322,SPRING STREET-LAFAYETTE ST    ,00038061,00001391,00000118,00000235,00000106,00015474,00016485,00000000,00000000,00000000,00000067,00000408,00000302,00000104,00002362,00000892,00000455,00000000,00000778,00000000,00000000,00000000,00001087,00000000,00000123,00000000,                                                                                                    
R323,111TH STREET-LENOX AVENUE     ,00016162,00001097,00000263,00000412,00000031,00014141,00012472,00000000,00000000,00000000,00000038,00000111,00000585,00000025,00001769,00000239,00000302,00000000,00000218,00000000,00000000,00000000,00003474,00000000,00000237,00000000,                                                                                                    
R324,116TH STREET-LENOX AVENUE     ,00019882,00001555,00000416,00000675,00000019,00019552,00015799,00000000,00000000,00000000,00000029,00000122,00000785,00000023,00002051,00000373,00000424,00000000,00000232,00000000,00000000,00000000,00004405,00000000,00000345,00000000,                                                                                                    
R325,WHITLOCK AVE-WESTCHESTER AV   ,00003819,00000175,00000023,00000050,00000000,00003597,00001462,00000000,00000000,00000000,00000005,00000013,00000092,00000000,00000188,00000012,00000010,00000000,00000022,00000000,00000000,00000000,00001405,00000000,00000059,00000000,                                                                                                    
R326,ZEREGA AVE-WESTCHESTER AVE    ,00006308,00000336,00000078,00000071,00000004,00003912,00002690,00000000,00000000,00000000,00000006,00000050,00000245,00000000,00000352,00000066,00000030,00000000,00000028,00000000,00000000,00000000,00001247,00000000,00000111,00000000,                                                                                                    
R327,52ND STREET-ROOSEVELT AVE     ,00012523,00001243,00000148,00000249,00000005,00008838,00011640,00000000,00000000,00000000,00000006,00000149,00000329,00000001,00001009,00000181,00000263,00000000,00000150,00000000,00000000,00000000,00001628,00000000,00000174,00000000,                                                                                                    
R328,WILLETS PT BLVD-ROOSEVELT     ,00006346,00000202,00000024,00000035,00000008,00002319,00002005,00000000,00000000,00000000,00000010,00000104,00000094,00000003,00000311,00000179,00000051,00000000,00000034,00000000,00000000,00000000,00000518,00000000,00000032,00000000,                                                                                                    
R329,MORRIS PARK-PAULDING AVENUE   ,00006655,00000261,00000026,00000032,00000000,00002606,00002822,00000000,00000000,00000000,00000019,00000082,00000127,00000001,00000498,00000065,00000044,00000000,00000024,00000000,00000000,00000000,00000958,00000000,00000078,00000000,                                                                                                    
R330,3RD AVENUE-14TH STREET        ,00017360,00000717,00000056,00000158,00000018,00009369,00012237,00000000,00000000,00000000,00000025,00000186,00000151,00000021,00001703,00000445,00000293,00000000,00000329,00000000,00000000,00000000,00001593,00000000,00000075,00000000,                                                                                                    
R331,155TH STREET-ST NICHOLAS AV   ,00004683,00000407,00000055,00000142,00000000,00004872,00003859,00000000,00000000,00000000,00000001,00000013,00000194,00000002,00000426,00000042,00000094,00000000,00000071,00000000,00000000,00000000,00001079,00000000,00000047,00000000,                                                                                                    
R332,135TH STREET-ST NICHOLAS AV   ,00009183,00000685,00000175,00000234,00000007,00007853,00007654,00000000,00000000,00000000,00000019,00000048,00000214,00000002,00001065,00000167,00000265,00000000,00000127,00000000,00000000,00000000,00003834,00000000,00000073,00000000,                                                                                                    
R333,116TH STREET-8TH AVENUE       ,00012538,00000784,00000168,00000300,00000004,00010285,00011021,00000000,00000000,00000000,00000023,00000147,00000306,00000005,00001388,00000230,00000332,00000000,00000279,00000000,00000000,00000000,00002487,00000000,00000119,00000000,                                                                                                    
R334,110TH STREET-8TH AVENUE       ,00016345,00001200,00000138,00000341,00000005,00009493,00011877,00000000,00000000,00000000,00000004,00000103,00000376,00000008,00001381,00000365,00000371,00000000,00000400,00000000,00000000,00000000,00002099,00000000,00000116,00000000,                                                                                                    
R335,GASTON AVENUE-BEACH 67TH ST   ,00003088,00000200,00000023,00000044,00000000,00001693,00001166,00000000,00000000,00000000,00000000,00000040,00000098,00000000,00000147,00000057,00000024,00000000,00000045,00000000,00000000,00000000,00000860,00000000,00000029,00000000,                                                                                                    
R336,STRAITON AVE-BEACH 60TH ST    ,00002763,00000175,00000017,00000040,00000000,00001969,00000909,00000000,00000000,00000000,00000001,00000011,00000096,00000000,00000162,00000006,00000018,00000000,00000044,00000000,00000000,00000000,00001281,00000000,00000026,00000000,                                                                                                    
R337,FRANK AVENUE-BEACH 44TH ST    ,00000828,00000039,00000018,00000010,00000000,00000593,00000287,00000000,00000000,00000000,00000000,00000005,00000029,00000000,00000063,00000009,00000011,00000000,00000020,00000000,00000000,00000000,00000415,00000000,00000014,00000000,                                                                                                    
R338,EDGEMERE-BEACH 36TH STREET    ,00001233,00000057,00000012,00000017,00000000,00000790,00000438,00000000,00000000,00000000,00000000,00000004,00000027,00000000,00000101,00000005,00000008,00000000,00000017,00000000,00000000,00000000,00000468,00000000,00000026,00000000,                                                                                                    
R339,36TH STREET-NORTHERN BLVD     ,00010506,00000725,00000112,00000322,00000026,00006249,00007296,00000000,00000000,00000000,00000030,00000091,00000257,00000026,00000895,00000198,00000207,00000000,00000114,00000000,00000000,00000000,00001567,00000000,00000086,00000000,                                                                                                    
R340,65TH STREET-BROADWAY          ,00007864,00000658,00000062,00000147,00000002,00005106,00007054,00000000,00000000,00000000,00000004,00000067,00000168,00000000,00000496,00000056,00000120,00000000,00000087,00000000,00000000,00000000,00001195,00000000,00000144,00000000,                                                                                                    
R341,75TH AVENUE-QUEENS BLVD       ,00007928,00001337,00000046,00000245,00000008,00002574,00006373,00000000,00000000,00000000,00000005,00000208,00000250,00000008,00000730,00000291,00000178,00000000,00000118,00000000,00000000,00000000,00000615,00000000,00000031,00000000,                                                                                                    
R342,VAN WYCK BLVD-METROPOLITAN    ,00013644,00000763,00000113,00000217,00000021,00008285,00005922,00000000,00000000,00000000,00000008,00000064,00000263,00000013,00000491,00000110,00000099,00000000,00000157,00000000,00000000,00000000,00001544,00000000,00000192,00000000,                                                                                                    
R343,FRANKLIN STREET-WEST BWAY     ,00016053,00001165,00000071,00000140,00000120,00004962,00006650,00000000,00000000,00000000,00000048,00000228,00000210,00000110,00000889,00000572,00000265,00000000,00000222,00000000,00000000,00000000,00000528,00000000,00000036,00000000,                                                                                                    
R344,145TH STREET-LENOX AVENUE     ,00006185,00000633,00000114,00000219,00000000,00005873,00004481,00000000,00000000,00000000,00000004,00000026,00000294,00000001,00000728,00000049,00000060,00000000,00000066,00000000,00000000,00000000,00001672,00000000,00000072,00000000,                                                                                                    
R345,148TH STREET-LENOX AVENUE     ,00006494,00000695,00000149,00000242,00000000,00006503,00005290,00000000,00000000,00000000,00000004,00000036,00000276,00000004,00000764,00000065,00000090,00000000,00000047,00000000,00000000,00000000,00002658,00000000,00000088,00000000,                                                                                                    
R346,COURT SQ                      ,00009914,00000524,00000077,00000178,00000094,00007134,00007453,00000000,00000000,00000000,00000022,00000077,00000143,00000082,00000775,00000270,00000240,00000000,00000093,00000000,00000000,00000000,00001521,00000000,00000080,00000000,                                                                                                    
R347,69TH STREET-ROOSEVELT AVE     ,00008968,00000743,00000133,00000229,00000011,00008428,00006944,00000000,00000000,00000000,00000007,00000039,00000264,00000000,00000443,00000049,00000086,00000000,00000079,00000000,00000000,00000000,00001799,00000000,00000163,00000000,                                                                                                    
R348,ATLANTIC AV-VAN SINDEREN AV   ,00003781,00000091,00000048,00000028,00000018,00002864,00001244,00000000,00000000,00000000,00000002,00000013,00000079,00000024,00000174,00000039,00000030,00000000,00000028,00000000,00000000,00000000,00001101,00000000,00000034,00000000,                                                                                                    
R349,SUTTER AVE-VAN SINDEREN AVE   ,00008378,00000459,00000069,00000134,00000000,00008144,00002908,00000000,00000000,00000000,00000000,00000049,00000465,00000000,00000328,00000021,00000026,00000000,00000059,00000000,00000000,00000000,00003360,00000000,00000095,00000000,                                                                                                    
R350,LIVONIA AVE-VAN SINDEREN AV   ,00006073,00000367,00000104,00000103,00000002,00006657,00002536,00000000,00000000,00000000,00000000,00000017,00000286,00000000,00000373,00000015,00000032,00000000,00000045,00000000,00000000,00000000,00002608,00000000,00000116,00000000,                                                                                                    
R352,HEWES STREET-BROADWAY         ,00007259,00000388,00000066,00000042,00000002,00004172,00003808,00000000,00000000,00000000,00000003,00000071,00000227,00000000,00000501,00000082,00000062,00000000,00000119,00000000,00000000,00000000,00000719,00000000,00000035,00000000,                                                                                                    
R353,LORIMER STREET-BROADWAY       ,00008856,00001012,00000076,00000700,00000008,00007045,00009550,00000000,00000000,00000000,00000006,00000058,00000220,00000002,00000737,00000138,00000106,00000000,00000120,00000000,00000000,00000000,00001702,00000000,00000072,00000000,                                                                                                    
R354,104TH STREET-LIBERTY AVENUE   ,00004800,00000217,00000031,00000048,00000005,00002351,00001982,00000000,00000000,00000000,00000002,00000118,00000135,00000005,00000189,00000056,00000070,00000000,00000026,00000000,00000000,00000000,00000854,00000000,00000058,00000000,                                                                                                    
R355,109TH STREET-LIBERTY AVENUE   ,00006424,00000306,00000045,00000099,00000000,00002595,00002567,00000000,00000000,00000000,00000003,00000112,00000116,00000000,00000228,00000071,00000065,00000000,00000018,00000000,00000000,00000000,00000650,00000000,00000090,00000000,                                                                                                    
R356,LEFFERTS BLVD-LIBERTY AVE     ,00016991,00000818,00000205,00000218,00000004,00010087,00007078,00000000,00000000,00000000,00000003,00000294,00000345,00000003,00000710,00000160,00000192,00000000,00000075,00000000,00000000,00000000,00001663,00000000,00000301,00000000,                                                                                                    
R357,NORTH CONDUIT AVE-COHANCEY    ,00003107,00000162,00000018,00000021,00000003,00000893,00000641,00000000,00000000,00000000,00000000,00000048,00000119,00000000,00000102,00000071,00000016,00000000,00000024,00000000,00000000,00000000,00000259,00000000,00000021,00000000,                                                                                                    
R358,BEACH 25TH STREET-WAVECREST   ,00002995,00000120,00000018,00000021,00000001,00001199,00000857,00000000,00000000,00000000,00000001,00000041,00000073,00000000,00000121,00000030,00000018,00000000,00000039,00000000,00000000,00000000,00001013,00000000,00000032,00000000,                                                                                                    
R359,COURT SQ-23 ST                ,00037856,00002049,00000243,00000645,00000093,00018437,00028262,00000000,00000000,00000000,00000149,00000579,00000369,00000178,00003895,00001331,00000883,00000000,00000669,00000000,00000000,00000000,00004461,00000000,00000526,00000000,                                                                                                    
R360,21ST STREET-JACKSON AVENUE    ,00003046,00000089,00000031,00000022,00000000,00002364,00002290,00000000,00000000,00000000,00000003,00000027,00000022,00000004,00000371,00000060,00000106,00000000,00000024,00000000,00000000,00000000,00000164,00000000,00000016,00000000,                                                                                                    
R361,PELHAM PKWY-WHITE PLAINS RD   ,00014998,00001167,00000227,00000364,00000004,00015284,00008620,00000000,00000000,00000000,00000072,00000082,00000570,00000003,00001326,00000094,00000168,00000000,00000070,00000000,00000000,00000000,00003929,00000000,00000385,00000000,                                                                                                    
R362,ALLERTON AV-WHITE PLAINS RD   ,00010989,00000696,00000130,00000179,00000004,00009453,00004087,00000000,00000000,00000000,00000019,00000051,00000457,00000000,00000555,00000058,00000048,00000000,00000040,00000000,00000000,00000000,00002103,00000000,00000208,00000000,                                                                                                    
R363,BURKE AVE-WHITE PLAINS ROAD   ,00007195,00000427,00000087,00000110,00000001,00005695,00002727,00000000,00000000,00000000,00000017,00000066,00000278,00000000,00000308,00000032,00000028,00000000,00000020,00000000,00000000,00000000,00001765,00000000,00000106,00000000,                                                                                                    
R364,GUNHILL RD-WHITE PLAINS RD    ,00011357,00000819,00000273,00000319,00000004,00013411,00005277,00000000,00000000,00000000,00000022,00000049,00000569,00000001,00000774,00000103,00000068,00000000,00000053,00000000,00000000,00000000,00005299,00000000,00000333,00000000,                                                                                                    
R365,219TH ST-WHITE PLAINS ROAD    ,00007563,00000435,00000116,00000106,00000001,00006179,00002624,00000000,00000000,00000000,00000001,00000041,00000314,00000000,00000288,00000054,00000065,00000000,00000029,00000000,00000000,00000000,00002293,00000000,00000177,00000000,                                                                                                    
R366,225TH ST-WHITE PLAINS ROAD    ,00009305,00000422,00000081,00000104,00000001,00007975,00002779,00000000,00000000,00000000,00000024,00000048,00000449,00000000,00000377,00000055,00000060,00000000,00000018,00000000,00000000,00000000,00002931,00000000,00000202,00000000,                                                                                                    
R367,233RD ST-WHITE PLAINS ROAD    ,00010297,00000747,00000171,00000225,00000004,00008917,00003435,00000000,00000000,00000000,00000007,00000077,00000575,00000005,00000555,00000034,00000052,00000000,00000040,00000000,00000000,00000000,00002479,00000000,00000189,00000000,                                                                                                    
R368,9TH AVENUE-39TH STREET        ,00012088,00000717,00000065,00000307,00000014,00006612,00009810,00000000,00000000,00000000,00000009,00000127,00000389,00000008,00000513,00000120,00000129,00000000,00000070,00000000,00000000,00000000,00002700,00000000,00000150,00000000,                                                                                                    
R369,FORT HAMILTON PKWY-45TH ST    ,00009423,00000836,00000035,00000311,00000015,00004754,00005440,00000000,00000000,00000000,00000005,00000057,00000257,00000005,00000404,00000111,00000078,00000000,00000056,00000000,00000000,00000000,00002708,00000000,00000116,00000000,                                                                                                    
R370,71ST STREET-NEW UTRECHT AVE   ,00012693,00000883,00000050,00000472,00000001,00005104,00012598,00000000,00000000,00000000,00000005,00000162,00000300,00000000,00000547,00000189,00000126,00000000,00000092,00000000,00000000,00000000,00002277,00000000,00000164,00000000,                                                                                                    
