     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,06/03/2017-06/09/2017,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
REMOTE, STATION,FF,SEN/DIS, 7-D AFAS UNL,30-D AFAS/RMF UNL,JOINT RR TKT,7-D UNL,30-D UNL,14-D RFM UNL,1-D UNL,14-D UNL,7D-XBUS PASS,TCMC,RF 2 TRIP,RR UNL NO TRADE,TCMC ANNUAL MC,MR EZPAY EXP,MR EZPAY UNL,PATH 2-T,AIRTRAIN FF,AIRTRAIN 30-D,AIRTRAIN 10-T,AIRTRAIN MTHLY,STUDENTS,NICE 2-T,CUNY-120,CUNY-60,                                                                   
R137,MYRTLE AVE-GATES AVENUE       ,00039894,00001654,00000293,00000578,00000009,00035356,00034274,00000000,00000000,00000000,00000046,00000234,00000897,00000024,00002624,00000317,00000509,00000000,00000474,00000000,00000000,00000000,00006387,00000000,00000137,00000000,                                                                                                    
R138,WEST 4TH ST-WASHINGTON SQ     ,00107722,00006768,00000429,00001353,00000194,00050783,00076710,00000000,00000000,00000000,00000540,00001660,00001029,00000194,00008250,00003319,00001982,00000000,00002610,00000000,00000000,00000000,00003945,00000000,00000046,00000000,                                                                                                    
R139,CANAL STREET-LISPENARD ST     ,00050780,00002016,00000149,00000417,00000337,00019559,00030898,00000000,00000000,00000000,00000103,00000677,00000337,00000558,00003010,00001707,00000846,00000000,00000995,00000000,00000000,00000000,00002140,00000000,00000011,00000000,                                                                                                    
R140,QUEENS PLAZA-JACKSON AVE      ,00023716,00000952,00000180,00000437,00000056,00015879,00018347,00000000,00000000,00000000,00000082,00000218,00000272,00000082,00002673,00000538,00000375,00000000,00000644,00000000,00000000,00000000,00004364,00000000,00000706,00000000,                                                                                                    
R141,71ST AVE-CONTINENTAL AVE      ,00056873,00007024,00000537,00001871,00000043,00021934,00046234,00000000,00000000,00000000,00000102,00001226,00001176,00000065,00004662,00001857,00001001,00000000,00000587,00000000,00000000,00000000,00006203,00000000,00000156,00000000,                                                                                                    
R142,ESSEX ST-DELANCEY ST          ,00057455,00003211,00000330,00001139,00000063,00033722,00043144,00000000,00000000,00000000,00000112,00000592,00001279,00000035,00004579,00001049,00000958,00000000,00001351,00000000,00000000,00000000,00011004,00000000,00000075,00000000,                                                                                                    
R143,28TH STREET-PARK AVE SOUTH    ,00057316,00003257,00000213,00000670,00000242,00022480,00036601,00000000,00000000,00000000,00000171,00001105,00000710,00000175,00005538,00001627,00000927,00000000,00000749,00000000,00000000,00000000,00001722,00000000,00000035,00000000,                                                                                                    
R144,96TH STREET-LEXINGTON AVE     ,00040886,00003930,00000241,00000806,00000072,00018239,00029862,00000000,00000000,00000000,00000193,00000568,00000769,00000127,00002989,00001371,00000800,00000000,00000348,00000000,00000000,00000000,00005752,00000000,00000027,00000000,                                                                                                    
R145,241ST ST-WHITE PLAINS RD      ,00012843,00000637,00000132,00000106,00000016,00009288,00003702,00000000,00000000,00000000,00000011,00000065,00000602,00000004,00000407,00000046,00000043,00000000,00000047,00000000,00000000,00000000,00002226,00000000,00000001,00000000,                                                                                                    
R146,HUNTS PT AVE-SOUTHERN BLVD    ,00016618,00001045,00000274,00000445,00000008,00020177,00009986,00000000,00000000,00000000,00000031,00000074,00000612,00000002,00001226,00000074,00000084,00000000,00000060,00000000,00000000,00000000,00003597,00000000,00000018,00000000,                                                                                                    
R147,61ST STREET-ROOSEVELT AVE     ,00037147,00003110,00000274,00000952,00000395,00022264,00030871,00000000,00000000,00000000,00000017,00000343,00000813,00000362,00001990,00000654,00000501,00000000,00000506,00000000,00000000,00000000,00004288,00000000,00000169,00000000,                                                                                                    
R148,PARKSIDE AVE-OCEAN AVE        ,00011133,00000817,00000169,00000308,00000004,00009529,00011283,00000000,00000000,00000000,00000004,00000060,00000358,00000002,00001258,00000124,00000298,00000000,00000152,00000000,00000000,00000000,00001199,00000000,00000024,00000000,                                                                                                    
R149,NEWKIRK PLAZA                 ,00021853,00002173,00000258,00000743,00000002,00013742,00018348,00000000,00000000,00000000,00000018,00000279,00000641,00000011,00001828,00000346,00000311,00000000,00000192,00000000,00000000,00000000,00003717,00000000,00000273,00000000,                                                                                                    
R150,AVENUE U-EAST 16TH STREET     ,00014221,00001780,00000163,00000916,00000005,00006648,00014147,00000000,00000000,00000000,00000017,00000218,00000391,00000005,00000801,00000322,00000165,00000000,00000054,00000000,00000000,00000000,00002622,00000000,00000080,00000000,                                                                                                    
R151,STILLWELL AVE-CONEY ISLAND    ,00033141,00002294,00000308,00001314,00000012,00022630,00016609,00000000,00000000,00000000,00000026,00000155,00000855,00000000,00000958,00000265,00000159,00000000,00000473,00000000,00000000,00000000,00004746,00000000,00000205,00000000,                                                                                                    
R152,ROCKAWAY PKWY-GLENWOOD RD     ,00021190,00001133,00000304,00000564,00000005,00020261,00013150,00000000,00000000,00000000,00000047,00000236,00000527,00000003,00002304,00000162,00000138,00000000,00000115,00000000,00000000,00000000,00003839,00000000,00000076,00000000,                                                                                                    
R153,UTICA AVE-STUYVESANT AVE      ,00028093,00001349,00000479,00000589,00000006,00029632,00022995,00000000,00000000,00000000,00000038,00000238,00000762,00000004,00002904,00000276,00000360,00000000,00000451,00000000,00000000,00000000,00005583,00000000,00000057,00000000,                                                                                                    
R154,TREMONT AVE-179TH ST          ,00016463,00000921,00000289,00000394,00000007,00022099,00009893,00000000,00000000,00000000,00000010,00000111,00000571,00000001,00001215,00000058,00000114,00000000,00000098,00000000,00000000,00000000,00003431,00000000,00000028,00000000,                                                                                                    
R155,KINGSBRIDGE RD-196TH ST       ,00015974,00000823,00000169,00000323,00000007,00017274,00008809,00000000,00000000,00000000,00000021,00000067,00000461,00000008,00000997,00000061,00000153,00000000,00000082,00000000,00000000,00000000,00003938,00000000,00000048,00000000,                                                                                                    
R156,BEDFORD PARK BLVD-203RD ST    ,00013562,00000905,00000144,00000285,00000016,00011776,00009123,00000000,00000000,00000000,00000036,00000121,00000493,00000004,00001251,00000134,00000127,00000000,00000078,00000000,00000000,00000000,00003368,00000000,00000012,00000000,                                                                                                    
R157,205TH ST-BAINBRIDGE AVE       ,00016542,00001036,00000186,00000314,00000005,00015683,00010395,00000000,00000000,00000000,00000032,00000090,00000504,00000007,00001443,00000060,00000098,00000000,00000095,00000000,00000000,00000000,00002983,00000000,00000013,00000000,                                                                                                    
R158,UNION TURNPIKE-KEW GARDENS    ,00036938,00003626,00000585,00001635,00000060,00026616,00040252,00000000,00000000,00000000,00000078,00000638,00000963,00000049,00003823,00000916,00000498,00000000,00000366,00000000,00000000,00000000,00003275,00000000,00000193,00000000,                                                                                                    
R159,116TH STREET-COLUMBIA         ,00032736,00002290,00000135,00000486,00000121,00010032,00023455,00000000,00000000,00000000,00000093,00000305,00000406,00000168,00001085,00000965,00000647,00000000,00000721,00000000,00000000,00000000,00001103,00000000,00000008,00000000,                                                                                                    
R160,ASTOR PLACE-4 AVENUE          ,00042478,00002622,00000164,00000503,00000145,00017433,00028506,00000000,00000000,00000000,00000107,00000618,00000399,00000141,00003323,00001059,00000657,00000000,00000836,00000000,00000000,00000000,00002404,00000000,00000016,00000000,                                                                                                    
R161,KINGSBRIDGE RD-JEROME AVE     ,00017153,00001059,00000163,00000257,00000004,00017579,00008180,00000000,00000000,00000000,00000026,00000058,00000665,00000001,00000844,00000101,00000196,00000000,00000077,00000000,00000000,00000000,00004425,00000000,00000014,00000000,                                                                                                    
R162,ELDER AVE-WESTCHESTER AVE     ,00013987,00000624,00000130,00000187,00000008,00015424,00005483,00000000,00000000,00000000,00000021,00000063,00000400,00000000,00000449,00000035,00000107,00000000,00000047,00000000,00000000,00000000,00003537,00000000,00000014,00000000,                                                                                                    
R163,14TH STREET-6TH AVENUE        ,00055873,00003258,00000307,00000734,00000046,00024286,00043784,00000000,00000000,00000000,00000187,00001119,00000396,00000033,00005608,00001730,00001216,00000000,00001019,00000000,00000000,00000000,00003459,00000000,00000025,00000000,                                                                                                    
R164,66TH STREET-BROADWAY          ,00045911,00007307,00000388,00001277,00000231,00020264,00031246,00000000,00000000,00000000,00000135,00000774,00000732,00000434,00003572,00001639,00000717,00000000,00000763,00000000,00000000,00000000,00009806,00000000,00000023,00000000,                                                                                                    
R165,TOMPKINSVILLE                 ,00002557,00000110,00000007,00000036,00000000,00000975,00000326,00000000,00000000,00000000,00000006,00000006,00000008,00000000,00000014,00000021,00000002,00000000,00000004,00000000,00000000,00000000,00000511,00000000,00000000,00000000,                                                                                                    
R166,79TH STREET-BROADWAY          ,00036067,00005022,00000300,00000931,00000051,00018699,00028295,00000000,00000000,00000000,00000079,00000637,00000737,00000063,00002549,00001265,00000796,00000000,00000703,00000000,00000000,00000000,00002469,00000000,00000007,00000000,                                                                                                    
R167,86TH STREET-BROADWAY          ,00038881,00006465,00000523,00001174,00000063,00020412,00033565,00000000,00000000,00000000,00000087,00000645,00000866,00000067,00003227,00001573,00000873,00000000,00000479,00000000,00000000,00000000,00004191,00000000,00000027,00000000,                                                                                                    
R168,96TH STREET-BROADWAY          ,00076636,00012590,00001003,00003077,00000074,00045740,00070778,00000000,00000000,00000000,00000102,00001322,00002261,00000134,00007465,00002564,00002055,00000000,00001159,00000000,00000000,00000000,00007398,00000000,00000049,00000000,                                                                                                    
R169,137TH STREET-BROADWAY         ,00023498,00002095,00000342,00000513,00000025,00024379,00022745,00000000,00000000,00000000,00000033,00000103,00001238,00000010,00001941,00000336,00000561,00000000,00000337,00000000,00000000,00000000,00004543,00000000,00000044,00000000,                                                                                                    
R170,14TH STREET-UNION SQUARE      ,00244648,00016341,00001570,00004025,00000689,00120882,00203552,00000000,00000000,00000000,00000812,00003722,00002846,00000861,00022766,00007412,00004710,00000000,00003915,00000000,00000000,00000000,00019369,00000000,00000271,00000000,                                                                                                    
R171,7TH AVENUE-PARK PLACE         ,00022305,00001812,00000137,00000337,00000005,00008472,00022892,00000000,00000000,00000000,00000012,00000378,00000285,00000008,00003394,00000915,00000628,00000000,00000380,00000000,00000000,00000000,00002120,00000000,00000023,00000000,                                                                                                    
R172,BRIGHTON BEACH-CONEY ISLAND   ,00028229,00003431,00000224,00001021,00000010,00013968,00017975,00000000,00000000,00000000,00000015,00000309,00000737,00000013,00000812,00000311,00000224,00000000,00000271,00000000,00000000,00000000,00004096,00000000,00001709,00000000,                                                                                                    
R173,207TH STREET-BROADWAY         ,00015923,00001927,00000240,00000564,00000009,00012702,00016610,00000000,00000000,00000000,00000041,00000197,00000764,00000020,00002078,00000320,00000341,00000000,00000189,00000000,00000000,00000000,00002373,00000000,00000017,00000000,                                                                                                    
R174,181ST STREET-FT WASH AVE      ,00022006,00002839,00000222,00000552,00000007,00013941,00022689,00000000,00000000,00000000,00000011,00000287,00000482,00000020,00002451,00000605,00000537,00000000,00000344,00000000,00000000,00000000,00002887,00000000,00000003,00000000,                                                                                                    
R175,8TH AVENUE-14TH STREET        ,00106521,00005235,00000435,00001378,00000257,00059427,00073455,00000000,00000000,00000000,00000273,00001567,00001166,00000362,00011022,00003403,00001812,00000000,00002800,00000000,00000000,00000000,00011254,00000000,00000058,00000000,                                                                                                    
R176,33RD STREET-PARK AVENUE       ,00074767,00004773,00000264,00000876,00000151,00030521,00046679,00000000,00000000,00000000,00000748,00001432,00000824,00000167,00006383,00001943,00001033,00000000,00001205,00000000,00000000,00000000,00003105,00000000,00000037,00000000,                                                                                                    
R177,68TH STREET-HUNTER COLLEGE    ,00054232,00005545,00000286,00000781,00000252,00020186,00031252,00000000,00000000,00000000,00000260,00000656,00001075,00000315,00002741,00001583,00000767,00000000,00000565,00000000,00000001,00000000,00003939,00000000,00000039,00000000,                                                                                                    
R178,77TH STREET-LEXINGTON AVE     ,00072143,00007535,00000378,00001058,00000199,00029104,00041447,00000000,00000000,00000000,00000256,00001326,00001268,00000279,00003932,00002129,00001031,00000000,00000982,00000000,00000000,00000000,00004090,00000000,00000046,00000000,                                                                                                    
R179,86TH STREET-LEXINGTON AVE     ,00106438,00010927,00000604,00001726,00000247,00054105,00074851,00000000,00000000,00000000,00000341,00001998,00001713,00000370,00008063,00003781,00001866,00000000,00001566,00000000,00000000,00000000,00006523,00000000,00000108,00000000,                                                                                                    
R180,103RD STREET-LEXINGTON AVE    ,00029242,00002491,00000258,00000680,00000047,00022009,00019342,00000000,00000000,00000000,00000075,00000215,00001090,00000037,00001679,00000382,00000307,00000000,00000336,00000000,00000000,00000000,00006875,00000000,00000037,00000000,                                                                                                    
R181,110TH STREET-LEXINGTON AVE    ,00022315,00001964,00000262,00000760,00000023,00019293,00017977,00000000,00000000,00000000,00000061,00000165,00000775,00000027,00001729,00000266,00000433,00000000,00000256,00000000,00000000,00000000,00005621,00000000,00000063,00000000,                                                                                                    
R182,116TH STREET-LEXINGTON AVE    ,00026725,00002307,00000448,00000883,00000012,00029290,00021842,00000000,00000000,00000000,00000051,00000148,00001073,00000006,00002173,00000352,00000329,00000000,00000248,00000000,00000002,00000000,00007001,00000000,00000039,00000000,                                                                                                    
R183,BEDFORD PARK BLVD-JEROME AV   ,00008971,00000590,00000136,00000160,00000001,00007595,00004701,00000000,00000000,00000000,00000024,00000062,00000267,00000005,00000555,00000104,00000065,00000000,00000046,00000000,00000000,00000000,00005624,00000000,00000003,00000000,                                                                                                    
R184,CORTELYOU RD-EAST 16TH ST     ,00014038,00001037,00000112,00000222,00000003,00007883,00011475,00000000,00000000,00000000,00000044,00000145,00000413,00000001,00001307,00000244,00000255,00000000,00000076,00000000,00000000,00000000,00002557,00000000,00000091,00000000,                                                                                                    
R185,DYCKMAN STREET-BROADWAY       ,00014107,00001162,00000118,00000315,00000002,00010352,00012102,00000000,00000000,00000000,00000014,00000111,00000544,00000003,00001475,00000222,00000267,00000000,00000170,00000000,00000000,00000000,00002669,00000000,00000010,00000000,                                                                                                    
R186,86TH ST-CENTRAL PARK WEST     ,00022408,00002700,00000164,00000550,00000028,00010833,00018657,00000000,00000000,00000000,00000047,00000451,00000449,00000055,00002016,00000835,00000492,00000000,00000404,00000000,00000000,00000000,00002963,00000000,00000009,00000000,                                                                                                    
R187,81ST STREET-MUSEUM            ,00036190,00002760,00000185,00000463,00000054,00021487,00019600,00000000,00000000,00000000,00000073,00000389,00000455,00000076,00002322,00000982,00000491,00000000,00001183,00000000,00000000,00000000,00001846,00000000,00000009,00000000,                                                                                                    
R188,50TH STREET-8TH AVENUE        ,00054294,00002859,00000290,00000736,00000302,00028686,00031145,00000000,00000000,00000000,00000162,00000701,00000797,00000236,00003394,00001471,00000826,00000000,00001988,00000000,00000000,00000000,00006732,00000000,00000041,00000000,                                                                                                    
R189,CHRISTOPHER ST-SHERIDAN SQ    ,00026165,00002444,00000174,00000425,00000046,00011705,00014809,00000000,00000000,00000000,00000045,00000350,00000320,00000071,00001518,00000753,00000440,00000000,00000693,00000000,00000000,00000000,00000772,00000000,00000015,00000000,                                                                                                    
R190,23RD STREET-7TH AVENUE        ,00030894,00003248,00000322,00000843,00000092,00015672,00024175,00000000,00000000,00000000,00000124,00000541,00000507,00000107,00002630,00000999,00000714,00000000,00000578,00000000,00000000,00000000,00003525,00000000,00000015,00000000,                                                                                                    
R191,103RD STREET-BROADWAY         ,00025468,00004835,00000346,00001015,00000018,00017332,00022875,00000000,00000000,00000000,00000033,00000286,00001225,00000028,00001926,00000761,00000569,00000000,00000653,00000000,00000000,00000000,00003531,00000000,00000038,00000000,                                                                                                    
R192,110TH STREET-BROADWAY         ,00028501,00003766,00000240,00000866,00000037,00013710,00024325,00000000,00000000,00000000,00000058,00000280,00000701,00000045,00001879,00000774,00000539,00000000,00000556,00000000,00000000,00000000,00003300,00000000,00000016,00000000,                                                                                                    
R193,157TH STREET-BROADWAY         ,00018109,00002107,00000302,00000628,00000007,00020831,00018217,00000000,00000000,00000000,00000013,00000105,00000853,00000012,00001547,00000203,00000295,00000000,00000220,00000000,00000000,00000000,00002891,00000000,00000025,00000000,                                                                                                    
R194,BLEECKER ST-LAFAYETTE ST      ,00040561,00001880,00000116,00000359,00000115,00020008,00029717,00000000,00000000,00000000,00000060,00000671,00000276,00000184,00003552,00001268,00000659,00000000,00000733,00000000,00000000,00000000,00001343,00000000,00000018,00000000,                                                                                                    
R195,161ST STREET-YANKEE STADIUM   ,00088745,00004031,00000646,00001146,00000171,00054498,00035085,00000000,00000000,00000000,00000122,00000746,00001997,00000140,00005079,00001460,00000628,00000000,00001441,00000000,00000000,00000000,00008387,00000000,00000073,00000000,                                                                                                    
R196,PROSPECT PARK-EMPIRE BLVD     ,00020725,00001364,00000290,00000469,00000005,00015457,00021020,00000000,00000000,00000000,00000024,00000242,00000423,00000005,00002649,00000296,00000496,00000000,00000344,00000000,00000000,00000000,00002784,00000000,00000079,00000000,                                                                                                    
R197,36TH STREET-4TH AVENUE        ,00030766,00001674,00000166,00000783,00000021,00019917,00024503,00000000,00000000,00000000,00000030,00000247,00000632,00000030,00001977,00000445,00000476,00000000,00000289,00000000,00000000,00000000,00004930,00000000,00000089,00000000,                                                                                                    
R198,NOSTRAND AVE-FULTON ST        ,00032639,00001730,00000527,00000649,00000018,00029209,00030482,00000000,00000000,00000000,00000021,00000283,00000815,00000005,00004006,00000375,00000468,00000000,00000802,00000000,00000000,00000000,00004580,00000000,00000027,00000000,                                                                                                    
R199,KINGSTON AVE-THROOP AVE       ,00012624,00000636,00000129,00000177,00000005,00010838,00009756,00000000,00000000,00000000,00000010,00000063,00000293,00000000,00001315,00000126,00000181,00000000,00000285,00000000,00000000,00000000,00003235,00000000,00000017,00000000,                                                                                                    
R200,EUCLID AVE-PITKIN AVE         ,00020628,00001299,00000361,00000465,00000016,00017624,00010432,00000000,00000000,00000000,00000011,00000094,00000807,00000012,00001064,00000092,00000110,00000000,00000127,00000000,00000000,00000000,00005840,00000000,00000047,00000000,                                                                                                    
R201,WOODHAVEN BLVD-QUEENS BLVD    ,00042046,00003374,00000419,00001103,00000019,00026941,00032778,00000000,00000000,00000000,00000074,00000423,00001023,00000041,00002766,00000489,00000432,00000000,00000396,00000000,00000000,00000000,00007716,00000000,00000256,00000000,                                                                                                    
R202,63RD DRIVE-REGO PARK          ,00035191,00005530,00000325,00001320,00000042,00014874,00029744,00000000,00000000,00000000,00000048,00000662,00001251,00000039,00002668,00000729,00000624,00000000,00000357,00000000,00000000,00000000,00002545,00000000,00000093,00000000,                                                                                                    
R203,23RD STREET-6TH AVENUE        ,00036392,00001808,00000181,00000527,00000078,00012234,00025288,00000000,00000000,00000000,00000212,00001034,00000288,00000047,00002794,00001396,00000755,00000000,00000479,00000000,00000000,00000000,00001142,00000000,00000020,00000000,                                                                                                    
R204,CHURCH AVE-MCDONALD AVE       ,00023583,00002319,00000229,00000894,00000006,00014092,00020432,00000000,00000000,00000000,00000024,00000191,00000646,00000012,00001495,00000378,00000345,00000000,00000183,00000000,00000000,00000000,00003582,00000000,00000068,00000000,                                                                                                    
R205,149TH ST-GRAND CONCOURSE      ,00022352,00001347,00000336,00000503,00000013,00021690,00012969,00000000,00000000,00000000,00000024,00000108,00000619,00000018,00003331,00000201,00000201,00000000,00000114,00000000,00000000,00000000,00007970,00000000,00000032,00000000,                                                                                                    
R206,125TH STREET-LENOX AVENUE     ,00028876,00002400,00000654,00001066,00000089,00027746,00023011,00000000,00000000,00000000,00000106,00000209,00001024,00000081,00002880,00000380,00000402,00000000,00000422,00000000,00000000,00000000,00004815,00000000,00000038,00000000,                                                                                                    
R207,135TH STREET-LENOX AVENUE     ,00026765,00002733,00000617,00000981,00000020,00025157,00022782,00000000,00000000,00000000,00000060,00000139,00001122,00000027,00004815,00000270,00000501,00000000,00000347,00000000,00000000,00000000,00005334,00000000,00000015,00000000,                                                                                                    
R208,103RD ST-ROOSEVELT AVE        ,00042383,00001475,00000212,00000444,00000008,00045367,00017283,00000000,00000000,00000000,00000020,00000123,00001006,00000006,00000880,00000104,00000177,00000000,00000182,00000000,00000000,00000000,00006799,00000000,00000177,00000000,                                                                                                    
R209,STERLING ST-NOSTRAND AVE      ,00011501,00001170,00000180,00000312,00000005,00008251,00009188,00000000,00000000,00000000,00000001,00000119,00000547,00000005,00001200,00000133,00000213,00000000,00000155,00000000,00000000,00000000,00001920,00000000,00000009,00000000,                                                                                                    
R210,BEVERLY RD-NOSTRAND AVE       ,00009658,00000658,00000146,00000138,00000002,00006797,00005168,00000000,00000000,00000000,00000010,00000072,00000300,00000000,00000749,00000058,00000072,00000000,00000048,00000000,00000000,00000000,00001977,00000000,00000027,00000000,                                                                                                    
R211,KINGS HIGHWAY-EAST 16TH ST    ,00038850,00004551,00000363,00001467,00000037,00017091,00030539,00000000,00000000,00000000,00000045,00000766,00001009,00000014,00001998,00001111,00000330,00000000,00000157,00000000,00000000,00000000,00005932,00000000,00000350,00000000,                                                                                                    
R212,59TH STREET-4TH AVENUE        ,00043849,00002648,00000370,00001258,00000047,00026579,00033786,00000000,00000000,00000000,00000064,00000357,00000941,00000038,00002190,00000440,00000396,00000000,00000290,00000000,00000000,00000000,00008015,00000000,00000130,00000000,                                                                                                    
R214,77TH STREET-4TH AVENUE        ,00019403,00001629,00000129,00000322,00000002,00006642,00013203,00000000,00000000,00000000,00000036,00000326,00000459,00000005,00001338,00000463,00000259,00000000,00000117,00000000,00000000,00000000,00001792,00000000,00000025,00000000,                                                                                                    
R215,86TH STREET-4TH AVENUE        ,00018022,00001447,00000225,00000708,00000005,00011365,00016881,00000000,00000000,00000000,00000163,00000204,00000452,00000008,00001201,00000409,00000243,00000000,00000131,00000000,00000000,00000000,00003403,00000000,00000061,00000000,                                                                                                    
R216,BAY RIDGE - 95TH STREET       ,00014280,00001473,00000113,00000293,00000009,00005042,00009541,00000000,00000000,00000000,00000059,00000278,00000305,00000011,00000859,00000395,00000184,00000000,00000113,00000000,00000000,00000000,00001096,00000000,00000007,00000000,                                                                                                    
R217,HOYT ST-SCHERMERHORN ST       ,00022110,00001183,00000197,00000311,00000016,00013950,00015133,00000000,00000000,00000000,00000020,00000176,00000498,00000005,00001945,00000414,00000380,00000000,00000504,00000000,00000000,00000000,00002018,00000000,00000034,00000000,                                                                                                    
R218,ELMHURST AVE-BROADWAY         ,00024416,00002715,00000279,00000920,00000005,00014724,00029928,00000000,00000000,00000000,00000017,00000196,00000697,00000017,00001414,00000203,00000365,00000000,00000241,00000000,00000000,00000000,00004108,00000000,00000091,00000000,                                                                                                    
R219,67TH AVENUE-QUEENS BLVD       ,00019357,00003073,00000131,00000682,00000009,00005457,00017408,00000000,00000000,00000000,00000032,00000433,00000581,00000008,00001811,00000568,00000339,00000000,00000172,00000000,00000001,00000000,00004247,00000000,00000040,00000000,                                                                                                    
R220,CARROLL ST-PRESIDENT ST       ,00027328,00001581,00000100,00000294,00000029,00010662,00022853,00000000,00000000,00000000,00000020,00000589,00000250,00000018,00003267,00000969,00000635,00000000,00000417,00000000,00000000,00000000,00003627,00000000,00000019,00000000,                                                                                                    
R221,167TH STREET-RIVER AVENUE     ,00016653,00000850,00000185,00000292,00000005,00021112,00008985,00000000,00000000,00000000,00000017,00000057,00000766,00000004,00001227,00000064,00000096,00000000,00000063,00000000,00000000,00000000,00003867,00000000,00000030,00000000,                                                                                                    
R222,177TH STREET-PARKCHESTER      ,00030126,00002214,00000320,00000749,00000005,00024463,00020884,00000000,00000000,00000000,00000112,00000296,00000880,00000019,00002634,00000241,00000219,00000000,00000144,00000000,00000000,00000000,00005972,00000000,00000060,00000000,                                                                                                    
R223,46TH ST-BLISS ST              ,00027144,00002369,00000223,00000507,00000017,00019978,00026941,00000000,00000000,00000000,00000016,00000248,00000787,00000025,00001965,00000337,00000407,00000000,00000261,00000000,00000000,00000000,00003710,00000000,00000126,00000000,                                                                                                    
R224,CLARK STREET-HENRY STREET     ,00014029,00001898,00000071,00000333,00000022,00006484,00013096,00000000,00000000,00000000,00000014,00000237,00000242,00000031,00001498,00000447,00000351,00000000,00000364,00000000,00000000,00000000,00000745,00000000,00000003,00000000,                                                                                                    
R225,HOYT STREET-HOYT STREET       ,00009731,00000853,00000142,00000231,00000052,00007234,00007345,00000000,00000000,00000000,00000008,00000068,00000249,00000040,00001007,00000130,00000147,00000000,00000109,00000000,00000000,00000000,00002598,00000000,00000036,00000000,                                                                                                    
R226,GUN HILL ROAD-SEYMOUR         ,00010570,00000609,00000106,00000168,00000000,00006455,00004113,00000000,00000000,00000000,00000047,00000106,00000364,00000001,00000714,00000070,00000101,00000000,00000034,00000000,00000000,00000000,00002304,00000000,00000011,00000000,                                                                                                    
R227,RECTOR STREET-CHURCH STREET   ,00018028,00001057,00000047,00000238,00000026,00007020,00012869,00000000,00000000,00000000,00000826,00000347,00000128,00000027,00001571,00000536,00000289,00000000,00000397,00000000,00000000,00000000,00000652,00000000,00000006,00000000,                                                                                                    
R228,AVENUE J-EAST 16TH STREET     ,00011805,00001338,00000111,00000456,00000003,00007945,00009135,00000000,00000000,00000000,00000020,00000226,00000320,00000006,00000553,00000309,00000112,00000000,00000083,00000000,00000000,00000000,00002010,00000000,00000194,00000000,                                                                                                    
R229,AVENUE M-EAST 16TH STREET     ,00012504,00001250,00000142,00000315,00000007,00006064,00008235,00000000,00000000,00000000,00000012,00000214,00000273,00000005,00000427,00000435,00000156,00000000,00000041,00000000,00000000,00000000,00005062,00000000,00000053,00000000,                                                                                                    
R230,NECK ROAD-EAST 16TH STREET    ,00010244,00001352,00000044,00000358,00000001,00002843,00009166,00000000,00000000,00000000,00000004,00000282,00000240,00000001,00000501,00000285,00000112,00000000,00000029,00000000,00000000,00000000,00001787,00000000,00000029,00000000,                                                                                                    
R231,UNION STREET-4TH AVENUE       ,00013597,00000949,00000089,00000233,00000012,00005821,00011681,00000000,00000000,00000000,00000014,00000293,00000337,00000004,00001568,00000523,00000363,00000000,00000207,00000000,00000000,00000000,00001050,00000000,00000009,00000000,                                                                                                    
R232,45TH STREET-4TH AVENUE        ,00020399,00001310,00000159,00000452,00000004,00012196,00011210,00000000,00000000,00000000,00000016,00000148,00000609,00000009,00000764,00000145,00000171,00000000,00000104,00000000,00000000,00000000,00004254,00000000,00000056,00000000,                                                                                                    
R234,50TH STREET-NEW UTRECHT AVE   ,00007467,00000884,00000089,00000250,00000005,00003605,00003913,00000000,00000000,00000000,00000008,00000089,00000254,00000001,00000201,00000133,00000030,00000000,00000033,00000000,00000000,00000000,00001013,00000000,00000021,00000000,                                                                                                    
R235,BEDFORD AVE-NORTH 7TH ST      ,00079556,00001496,00000173,00000358,00000049,00038416,00059893,00000000,00000000,00000000,00000068,00001026,00000358,00000040,00007155,00001962,00001467,00000000,00001985,00000000,00000000,00000000,00003678,00000000,00000058,00000000,                                                                                                    
R236,DEKALB AVE-WYCKOFF AVE        ,00024575,00001047,00000109,00000201,00000004,00019078,00022809,00000000,00000000,00000000,00000015,00000205,00000555,00000018,00002049,00000218,00000474,00000000,00000330,00000000,00000000,00000000,00003079,00000001,00000042,00000000,                                                                                                    
R237,182ND STREET-183RD STREET     ,00011373,00000623,00000091,00000154,00000008,00011259,00004656,00000000,00000000,00000000,00000002,00000036,00000485,00000000,00000445,00000029,00000065,00000000,00000064,00000000,00000000,00000000,00002559,00000000,00000021,00000000,                                                                                                    
R238,STEINWAY ST-BROADWAY          ,00032967,00001883,00000234,00000542,00000045,00020571,00033475,00000000,00000000,00000000,00000047,00000344,00000689,00000028,00003292,00000562,00000711,00000000,00000528,00000000,00000000,00000000,00004047,00000000,00000127,00000000,                                                                                                    
R239,GREENPOINT AVE                ,00021697,00001398,00000160,00000425,00000019,00011898,00017426,00000000,00000000,00000000,00000017,00000188,00000304,00000012,00001754,00000415,00000365,00000000,00000409,00000000,00000000,00000000,00001103,00000000,00000046,00000000,                                                                                                    
