     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,12/28/2019-01/03/2020,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
REMOTE, STATION,FF,SEN/DIS, 7-D AFAS UNL,30-D AFAS/RMF UNL,JOINT RR TKT,7-D UNL,30-D UNL,7D-XBUS PASS,TCMC,RF 2 TRIP,RR UNL NO TRADE,TCMC ANNUAL MC,MR EZPAY EXP,MR EZPAY UNL,PATH 2-T,AIRTRAIN FF,AIRTRAIN 30-D,AIRTRAIN 10-T,AIRTRAIN MTHLY,STUDENTS,NICE 2-T,CUNY-120,CUNY-60,FF VALUE,FF 7-DAY,FF 30-DAY,                                                                     
R132,125TH STREET-LEXINGTON AVE    ,00040969,00003181,00000804,00001377,00000108,00030284,00020332,00000076,00000193,00001879,00000201,00003058,00001256,00000541,00000000,00000482,00000000,00000002,00000000,00003630,00000000,00000065,00000000,00001117,00001133,00000710,                                                                                                    
R133,MOSHOLU PARKWAY-JEROME AVE    ,00012799,00000939,00000195,00000230,00000007,00008918,00005824,00000017,00000057,00000458,00000001,00001094,00000125,00000095,00000000,00000100,00000000,00000000,00000000,00001815,00000000,00000020,00000000,00000305,00000268,00000187,                                                                                                    
R134,HUNTERS PT AVE-49TH AVE       ,00009806,00000543,00000069,00000118,00000161,00002498,00003879,00000051,00000076,00000082,00000362,00000549,00000568,00000105,00000000,00000122,00000000,00000000,00000000,00000150,00000000,00000007,00000000,00000040,00000031,00000046,                                                                                                    
R135,NEWKIRK AVE-NOSTRAND AVE      ,00012254,00000906,00000259,00000277,00000000,00008573,00005353,00000008,00000053,00000309,00000004,00000808,00000059,00000115,00000000,00000067,00000000,00000000,00000000,00001401,00000000,00000075,00000000,00000210,00000159,00000097,                                                                                                    
R136,SHEEPSHEAD BAY ROAD           ,00022324,00002494,00000204,00000852,00000009,00007105,00013953,00000011,00000304,00000553,00000002,00001229,00000550,00000202,00000000,00000181,00000000,00000000,00000000,00002518,00000000,00000172,00000000,00000295,00000127,00000315,                                                                                                    
R137,MYRTLE AVE-GATES AVENUE       ,00030923,00001297,00000215,00000427,00000011,00023158,00018467,00000021,00000086,00000776,00000002,00001810,00000210,00000365,00000000,00000422,00000000,00000000,00000000,00002998,00000000,00000173,00000000,00000363,00000379,00000392,                                                                                                    
R138,WEST 4TH ST-WASHINGTON SQ     ,00094044,00005211,00000403,00001055,00000060,00048654,00042658,00000249,00000763,00000827,00000087,00005144,00002585,00001457,00000000,00003140,00000000,00000000,00000000,00001674,00000000,00000081,00000000,00000403,00000258,00000317,                                                                                                    
R139,CANAL STREET-LISPENARD ST     ,00041170,00001709,00000145,00000331,00000086,00020185,00016882,00000068,00000341,00000365,00000240,00001994,00001188,00000549,00000000,00001336,00000000,00000000,00000000,00001033,00000000,00000024,00000000,00000186,00000119,00000143,                                                                                                    
R140,QUEENS PLAZA-JACKSON AVE      ,00020462,00000576,00000128,00000351,00000017,00013023,00015057,00000058,00000103,00000251,00000027,00001821,00000479,00000373,00000000,00000741,00000000,00000000,00000000,00001511,00000002,00000154,00000000,00000145,00000132,00000124,                                                                                                    
R141,71ST AVE-CONTINENTAL AVE      ,00041697,00005283,00000474,00001607,00000026,00015942,00027879,00000079,00000674,00001223,00000036,00002766,00001432,00000662,00000000,00000485,00000000,00000000,00000000,00003291,00000000,00000136,00000000,00000353,00000304,00000257,                                                                                                    
R142,ESSEX ST-DELANCEY ST          ,00057495,00002931,00000352,00000938,00000025,00032900,00029924,00000052,00000387,00001111,00000017,00003504,00001164,00000768,00000000,00001668,00000000,00000000,00000000,00005266,00000000,00000089,00000000,00000778,00000475,00000727,                                                                                                    
R143,28TH STREET-PARK AVE SOUTH    ,00036762,00002162,00000146,00000436,00000044,00017595,00017815,00000077,00000424,00000496,00000079,00003571,00000885,00000550,00000000,00000802,00000000,00000000,00000000,00000867,00000000,00000061,00000000,00000327,00000199,00000191,                                                                                                    
R144,96TH STREET-LEXINGTON AVE     ,00026999,00002539,00000189,00000551,00000014,00011977,00015644,00000092,00000215,00000582,00000053,00001984,00000835,00000545,00000000,00000468,00000000,00000000,00000000,00002265,00000000,00000022,00000000,00000300,00000245,00000199,                                                                                                    
R145,241ST ST-WHITE PLAINS RD      ,00009146,00000453,00000109,00000090,00000008,00005368,00002246,00000010,00000017,00000377,00000003,00000328,00000034,00000034,00000000,00000038,00000000,00000000,00000000,00000942,00000000,00000002,00000000,00000123,00000156,00000073,                                                                                                    
R146,HUNTS PT AVE-SOUTHERN BLVD    ,00014337,00000820,00000193,00000340,00000008,00014046,00006668,00000016,00000038,00000665,00000000,00000874,00000200,00000280,00000000,00000076,00000001,00000000,00000000,00002196,00000002,00000031,00000000,00000414,00000537,00000299,                                                                                                    
R147,61ST STREET-ROOSEVELT AVE     ,00030709,00002417,00000374,00000814,00000111,00017611,00020138,00000016,00000167,00000945,00000155,00001441,00000512,00000462,00000000,00000482,00000000,00000000,00000000,00002666,00000000,00000149,00000000,00000176,00000111,00000225,                                                                                                    
R148,PARKSIDE AVE-OCEAN AVE        ,00010750,00000633,00000148,00000251,00000001,00007127,00007772,00000006,00000040,00000290,00000000,00001027,00000153,00000210,00000000,00000239,00000000,00000000,00000000,00000909,00000000,00000053,00000000,00000109,00000085,00000088,                                                                                                    
R149,NEWKIRK PLAZA                 ,00016889,00001624,00000184,00000538,00000002,00009705,00011015,00000016,00000134,00000512,00000002,00001160,00000271,00000261,00000000,00000165,00000000,00000000,00000000,00002070,00000000,00000113,00000000,00000305,00000134,00000261,                                                                                                    
R150,AVENUE U-EAST 16TH STREET     ,00011552,00001472,00000110,00000934,00000002,00004935,00010266,00000008,00000124,00000322,00000004,00000429,00000228,00000136,00000000,00000071,00000000,00000000,00000000,00001573,00000000,00000119,00000000,00000187,00000069,00000311,                                                                                                    
R151,STILLWELL AVE-CONEY ISLAND    ,00019744,00001550,00000298,00001106,00000003,00013351,00010293,00000015,00000089,00000671,00000003,00000511,00000167,00000090,00000000,00000325,00000000,00000000,00000000,00002258,00000000,00000299,00000000,00000586,00000319,00000534,                                                                                                    
R152,ROCKAWAY PKWY-GLENWOOD RD     ,00017997,00001198,00000269,00000441,00000001,00012431,00007364,00000028,00000078,00000441,00000000,00001224,00000150,00000131,00000000,00000153,00000000,00000002,00000000,00002008,00000000,00000114,00000000,00000341,00000265,00000180,                                                                                                    
R153,UTICA AVE-STUYVESANT AVE      ,00023638,00001170,00000434,00000460,00000002,00020079,00014193,00000010,00000083,00000625,00000003,00001636,00000167,00000316,00000000,00000516,00000000,00000000,00000000,00002345,00000008,00000061,00000000,00000510,00000492,00000325,                                                                                                    
R154,TREMONT AVE-179TH ST          ,00014690,00000794,00000236,00000348,00000003,00014096,00006473,00000021,00000037,00000648,00000000,00000818,00000050,00000104,00000000,00000105,00000000,00000000,00000000,00001947,00000000,00000019,00000000,00000506,00000616,00000331,                                                                                                    
R155,KINGSBRIDGE RD-196TH ST       ,00012611,00000716,00000140,00000212,00000007,00010928,00005665,00000010,00000020,00000490,00000001,00000617,00000076,00000123,00000000,00000102,00000000,00000000,00000000,00002083,00000000,00000038,00000000,00000392,00000423,00000283,                                                                                                    
R156,BEDFORD PARK BLVD-203RD ST    ,00010516,00000772,00000153,00000210,00000007,00007863,00005291,00000002,00000055,00000329,00000002,00000733,00000244,00000098,00000000,00000104,00000000,00000000,00000000,00001768,00000000,00000012,00000000,00000262,00000275,00000184,                                                                                                    
R157,205TH ST-BAINBRIDGE AVE       ,00014379,00000804,00000181,00000260,00000002,00010471,00006789,00000025,00000062,00000470,00000005,00000983,00000135,00000147,00000000,00000122,00000000,00000000,00000000,00001833,00000000,00000021,00000000,00000375,00000372,00000283,                                                                                                    
R158,UNION TURNPIKE-KEW GARDENS    ,00026789,00002525,00000515,00001430,00000022,00018109,00023835,00000047,00000298,00000799,00000018,00002251,00000663,00000367,00000000,00000413,00000000,00000000,00000000,00001849,00000000,00000150,00000000,00000218,00000247,00000293,                                                                                                    
R159,116TH STREET-COLUMBIA         ,00017296,00001459,00000118,00000286,00000022,00007144,00007200,00000027,00000100,00000229,00000043,00000623,00000558,00000256,00000000,00000451,00000000,00000000,00000000,00000540,00000000,00000010,00000000,00000065,00000052,00000076,                                                                                                    
R160,ASTOR PLACE-4 AVENUE          ,00032161,00001907,00000168,00000400,00000029,00016115,00015368,00000058,00000305,00000345,00000048,00002266,00000767,00000446,00000000,00000882,00000000,00000000,00000000,00000895,00000000,00000046,00000000,00000200,00000148,00000141,                                                                                                    
R161,KINGSBRIDGE RD-JEROME AVE     ,00012856,00000796,00000181,00000208,00000003,00010666,00004858,00000018,00000027,00000523,00000001,00000513,00000054,00000167,00000000,00000106,00000000,00000000,00000000,00001883,00000000,00000005,00000000,00000390,00000415,00000267,                                                                                                    
R162,ELDER AVE-WESTCHESTER AVE     ,00011720,00000544,00000085,00000151,00000000,00010750,00003487,00000000,00000036,00000440,00000000,00000272,00000037,00000100,00000000,00000042,00000000,00000000,00000000,00001761,00000000,00000019,00000000,00000282,00000320,00000119,                                                                                                    
R163,14TH STREET-6TH AVENUE        ,00040875,00002454,00000267,00000653,00000013,00019884,00022852,00000075,00000425,00000340,00000018,00003338,00001168,00000738,00000000,00000962,00000000,00000000,00000000,00001405,00000000,00000045,00000000,00000259,00000169,00000177,                                                                                                    
R164,66TH STREET-BROADWAY          ,00044255,00006989,00000385,00001168,00000095,00020594,00021608,00000081,00000420,00000874,00000208,00002617,00001645,00000726,00000000,00001072,00000000,00000000,00000000,00004982,00000000,00000022,00000000,00000252,00000244,00000272,                                                                                                    
R165,TOMPKINSVILLE                 ,00001511,00000068,00000005,00000015,00000000,00000570,00000154,00000008,00000001,00000003,00000000,00000008,00000015,00000000,00000000,00000000,00000000,00000000,00000000,00000152,00000000,00000001,00000000,00000013,00000003,00000008,                                                                                                    
R166,79TH STREET-BROADWAY          ,00030580,00004163,00000307,00000831,00000014,00016697,00016109,00000048,00000285,00000512,00000031,00001861,00000975,00000494,00000000,00000850,00000000,00000000,00000000,00001216,00000000,00000020,00000000,00000124,00000150,00000122,                                                                                                    
R167,86TH STREET-BROADWAY          ,00031365,00005501,00000379,00000894,00000017,00015729,00018706,00000038,00000325,00000746,00000024,00002223,00001177,00000645,00000000,00000623,00000000,00000000,00000000,00002003,00000000,00000033,00000000,00000234,00000201,00000193,                                                                                                    
R168,96TH STREET-BROADWAY          ,00062217,00010197,00000896,00002417,00000045,00033043,00040548,00000081,00000636,00002056,00000062,00004777,00001897,00001292,00000000,00001200,00000000,00000000,00000000,00003515,00000000,00000056,00000000,00000598,00000602,00000445,                                                                                                    
R169,137TH STREET-BROADWAY         ,00017803,00001574,00000265,00000397,00000004,00016991,00012696,00000009,00000047,00000927,00000006,00001173,00000216,00000343,00000000,00000325,00000000,00000000,00000000,00002003,00000000,00000039,00000000,00000326,00000393,00000270,                                                                                                    
R170,14TH STREET-UNION SQUARE      ,00163553,00011559,00001384,00003304,00000155,00089741,00102013,00000392,00001585,00002051,00000310,00013613,00004726,00002994,00000000,00003543,00000000,00000000,00000000,00009233,00000000,00000319,00000000,00001276,00001321,00001171,                                                                                                    
R171,7TH AVENUE-PARK PLACE         ,00016266,00001385,00000104,00000268,00000002,00005542,00011586,00000006,00000177,00000227,00000001,00001955,00000661,00000480,00000000,00000357,00000000,00000000,00000000,00001042,00000000,00000038,00000000,00000079,00000051,00000058,                                                                                                    
R172,BRIGHTON BEACH-CONEY ISLAND   ,00020737,00002629,00000180,00000740,00000009,00008390,00010912,00000007,00000104,00000743,00000004,00000372,00000282,00000178,00000000,00000236,00000000,00000000,00000000,00002223,00000000,00000257,00000000,00000272,00000123,00000205,                                                                                                    
R173,207TH STREET-BROADWAY         ,00013214,00001457,00000232,00000468,00000003,00008707,00009758,00000030,00000066,00000683,00000005,00001277,00000205,00000305,00000000,00000168,00000000,00000000,00000000,00001107,00000000,00000011,00000000,00000242,00000242,00000195,                                                                                                    
R174,181ST STREET-FT WASH AVE      ,00016633,00002216,00000164,00000528,00000011,00009463,00013424,00000008,00000138,00000386,00000010,00001480,00000417,00000395,00000000,00000298,00000000,00000000,00000000,00001381,00000002,00000009,00000000,00000154,00000162,00000147,                                                                                                    
R175,8TH AVENUE-14TH STREET        ,00095248,00003913,00000438,00001106,00000104,00059464,00039348,00000133,00000714,00000950,00000125,00006026,00002434,00001240,00000000,00003539,00000000,00000000,00000000,00004100,00000000,00000081,00000000,00000460,00000390,00000474,                                                                                                    
R176,33RD STREET-PARK AVENUE       ,00053069,00003302,00000264,00000581,00000031,00025461,00025660,00000256,00000676,00000614,00000066,00004148,00001420,00000751,00000000,00001143,00000000,00000000,00000000,00001756,00000000,00000070,00000000,00000368,00000271,00000300,                                                                                                    
R177,68TH STREET-HUNTER COLLEGE    ,00030640,00003255,00000216,00000554,00000059,00012919,00015202,00000102,00000244,00000666,00000134,00001918,00000904,00000364,00000000,00000470,00000000,00000000,00000000,00001466,00000000,00000028,00000000,00000303,00000216,00000222,                                                                                                    
R178,77TH STREET-LEXINGTON AVE     ,00050266,00004797,00000299,00000789,00000042,00024195,00022860,00000139,00000478,00000996,00000122,00002399,00001349,00000723,00000000,00001178,00000000,00000000,00000000,00001562,00000000,00000037,00000000,00000280,00000271,00000217,                                                                                                    
R179,86TH STREET-LEXINGTON AVE     ,00081925,00007109,00000570,00001285,00000073,00047585,00041857,00000202,00000740,00001127,00000129,00005387,00002254,00001322,00000000,00001944,00000000,00000000,00000000,00003086,00000000,00000084,00000000,00000632,00000634,00000454,                                                                                                    
R180,103RD STREET-LEXINGTON AVE    ,00020348,00001758,00000209,00000495,00000004,00013969,00011156,00000027,00000079,00000676,00000022,00001063,00000459,00000302,00000000,00000310,00000000,00000000,00000000,00003044,00000000,00000059,00000000,00000645,00000480,00000439,                                                                                                    
R181,110TH STREET-LEXINGTON AVE    ,00016664,00001506,00000217,00000522,00000006,00012796,00010795,00000038,00000044,00000516,00000006,00001062,00000250,00000303,00000000,00000302,00000000,00000000,00000000,00002242,00000000,00000051,00000000,00000495,00000402,00000363,                                                                                                    
R182,116TH STREET-LEXINGTON AVE    ,00020406,00001721,00000358,00000750,00000014,00019479,00013476,00000021,00000070,00000827,00000003,00001328,00000321,00000424,00000000,00000323,00000000,00000000,00000000,00003365,00000000,00000071,00000000,00000573,00000599,00000442,                                                                                                    
R183,BEDFORD PARK BLVD-JEROME AV   ,00005741,00000311,00000102,00000115,00000000,00004474,00002797,00000003,00000018,00000251,00000002,00000344,00000029,00000039,00000000,00000029,00000000,00000000,00000000,00002341,00000002,00000009,00000000,00000145,00000145,00000102,                                                                                                    
R184,CORTELYOU RD-EAST 16TH ST     ,00011696,00000999,00000130,00000169,00000000,00005952,00007430,00000015,00000080,00000257,00000000,00000916,00000235,00000236,00000000,00000109,00000000,00000000,00000000,00001472,00000000,00000074,00000000,00000188,00000041,00000082,                                                                                                    
R185,DYCKMAN STREET-BROADWAY       ,00011983,00000985,00000079,00000240,00000000,00007879,00007774,00000004,00000061,00000453,00000002,00000875,00000191,00000241,00000000,00000164,00000000,00000000,00000000,00001249,00000000,00000007,00000000,00000230,00000148,00000157,                                                                                                    
R186,86TH ST-CENTRAL PARK WEST     ,00017377,00001888,00000114,00000412,00000011,00009563,00009289,00000027,00000189,00000318,00000028,00001229,00000637,00000324,00000000,00000617,00000000,00000000,00000000,00000984,00000000,00000010,00000000,00000113,00000099,00000096,                                                                                                    
R187,81ST STREET-MUSEUM            ,00043828,00001927,00000120,00000309,00000026,00033514,00010555,00000053,00000226,00000358,00000037,00001354,00000843,00000340,00000000,00002178,00000000,00000000,00000000,00000982,00000000,00000012,00000000,00000142,00000099,00000096,                                                                                                    
R188,50TH STREET-8TH AVENUE        ,00059620,00002309,00000251,00000706,00000089,00032747,00020366,00000098,00000372,00000672,00000123,00002639,00001395,00000748,00000000,00002774,00000000,00000000,00000000,00003174,00000000,00000056,00000000,00000233,00000206,00000221,                                                                                                    
R189,CHRISTOPHER ST-SHERIDAN SQ    ,00024950,00002103,00000146,00000365,00000011,00014039,00008498,00000026,00000195,00000305,00000040,00001172,00000649,00000362,00000000,00000913,00000000,00000000,00000000,00000368,00000000,00000009,00000000,00000057,00000056,00000064,                                                                                                    
R190,23RD STREET-7TH AVENUE        ,00024078,00002737,00000249,00000655,00000022,00014229,00013425,00000065,00000248,00000431,00000049,00001652,00000715,00000499,00000000,00000656,00000000,00000000,00000000,00001384,00000000,00000022,00000000,00000139,00000175,00000144,                                                                                                    
R191,103RD STREET-BROADWAY         ,00021913,00004182,00000295,00000878,00000008,00014101,00014162,00000034,00000157,00000884,00000014,00001397,00000650,00000402,00000000,00000743,00000000,00000000,00000000,00001748,00000000,00000008,00000000,00000240,00000209,00000169,                                                                                                    
R192,110TH STREET-BROADWAY         ,00022834,00003302,00000271,00000679,00000004,00011301,00012032,00000022,00000143,00000634,00000015,00001300,00000580,00000425,00000000,00000592,00000000,00000000,00000000,00001213,00000000,00000004,00000000,00000166,00000091,00000128,                                                                                                    
R193,157TH STREET-BROADWAY         ,00014980,00001699,00000307,00000470,00000004,00015612,00011506,00000005,00000043,00000703,00000000,00001100,00000173,00000272,00000000,00000273,00000000,00000000,00000000,00001420,00000000,00000021,00000000,00000300,00000347,00000283,                                                                                                    
R194,BLEECKER ST-LAFAYETTE ST      ,00030237,00001488,00000140,00000324,00000018,00017261,00015701,00000052,00000259,00000240,00000060,00002079,00000772,00000448,00000000,00000833,00000000,00000000,00000000,00000782,00000000,00000047,00000000,00000197,00000155,00000172,                                                                                                    
R195,161ST STREET-YANKEE STADIUM   ,00033681,00002245,00000485,00000856,00000013,00031047,00016104,00000052,00000109,00001333,00000025,00002119,00000185,00000299,00000002,00000459,00000000,00000000,00000000,00004122,00000004,00000082,00000000,00000991,00001024,00000695,                                                                                                    
R196,PROSPECT PARK-EMPIRE BLVD     ,00015732,00001026,00000178,00000334,00000003,00009770,00011862,00000004,00000063,00000365,00000005,00001628,00000312,00000322,00000000,00000252,00000000,00000000,00000000,00001398,00000000,00000049,00000000,00000176,00000133,00000154,                                                                                                    
R197,36TH STREET-4TH AVENUE        ,00024410,00001310,00000147,00000577,00000005,00013687,00015576,00000013,00000130,00000468,00000006,00001160,00000435,00000487,00000000,00000249,00000000,00000000,00000000,00002448,00000000,00000094,00000000,00000341,00000173,00000346,                                                                                                    
R198,NOSTRAND AVE-FULTON ST        ,00026669,00001319,00000438,00000429,00000005,00020798,00017410,00000024,00000128,00000721,00000002,00002481,00000341,00000513,00000000,00000716,00000000,00000000,00000000,00001794,00000000,00000048,00000000,00000400,00000371,00000291,                                                                                                    
R199,KINGSTON AVE-THROOP AVE       ,00012325,00000452,00000139,00000121,00000002,00009667,00006504,00000006,00000072,00000198,00000000,00000934,00000139,00000189,00000000,00000324,00000000,00000000,00000000,00000967,00000000,00000018,00000000,00000200,00000126,00000102,                                                                                                    
R200,EUCLID AVE-PITKIN AVE         ,00017043,00001004,00000246,00000409,00000000,00011527,00006680,00000013,00000051,00000723,00000001,00000562,00000119,00000089,00000000,00000133,00000000,00000000,00000000,00002732,00000000,00000046,00000000,00000733,00000531,00000466,                                                                                                    
R201,WOODHAVEN BLVD-QUEENS BLVD    ,00037880,00003035,00000340,00000962,00000011,00022890,00022988,00000041,00000232,00000876,00000018,00001759,00000457,00000460,00000000,00000513,00000000,00000000,00000000,00004744,00000000,00000350,00000000,00000491,00000269,00000406,                                                                                                    
R202,63RD DRIVE-REGO PARK          ,00027397,00004326,00000312,00001178,00000020,00011725,00019823,00000023,00000333,00001126,00000015,00001678,00000609,00000541,00000000,00000318,00000000,00000000,00000000,00002077,00000000,00000129,00000000,00000272,00000136,00000163,                                                                                                    
R203,23RD STREET-6TH AVENUE        ,00031933,00001606,00000189,00000488,00000018,00014054,00015903,00000075,00000381,00000349,00000017,00001964,00000934,00000550,00000000,00000778,00000000,00000000,00000000,00000688,00000000,00000049,00000000,00000171,00000145,00000130,                                                                                                    
R204,CHURCH AVE-MCDONALD AVE       ,00015776,00001451,00000220,00000669,00000006,00008566,00011182,00000016,00000113,00000466,00000009,00000941,00000280,00000193,00000000,00000184,00000000,00000000,00000000,00002235,00000000,00000049,00000000,00000297,00000165,00000251,                                                                                                    
R205,149TH ST-GRAND CONCOURSE      ,00015210,00000930,00000290,00000426,00000005,00012578,00007027,00000021,00000046,00000462,00000011,00002314,00000110,00000120,00000000,00000113,00000000,00000000,00000000,00002172,00000000,00000012,00000000,00000512,00000568,00000320,                                                                                                    
R206,125TH STREET-LENOX AVENUE     ,00017299,00001391,00000405,00000623,00000017,00013927,00010547,00000042,00000076,00000610,00000021,00001499,00000293,00000256,00000000,00000278,00000000,00000000,00000000,00002229,00000004,00000013,00000000,00000333,00000458,00000258,                                                                                                    
R207,135TH STREET-LENOX AVENUE     ,00015319,00001672,00000348,00000582,00000010,00012305,00010255,00000017,00000039,00000640,00000023,00002430,00000183,00000337,00000000,00000167,00000000,00000000,00000000,00002469,00000000,00000008,00000000,00000412,00000382,00000252,                                                                                                    
R208,103RD ST-ROOSEVELT AVE        ,00035430,00001186,00000239,00000384,00000010,00039711,00012440,00000006,00000062,00001018,00000000,00000628,00000520,00000433,00000000,00000211,00000000,00000000,00000000,00006542,00000000,00000238,00000000,00000303,00000224,00000214,                                                                                                    
R209,STERLING ST-NOSTRAND AVE      ,00009685,00000898,00000181,00000223,00000004,00006086,00005620,00000000,00000088,00000380,00000001,00000795,00000115,00000185,00000000,00000088,00000000,00000000,00000000,00000780,00000000,00000026,00000000,00000149,00000078,00000058,                                                                                                    
R210,BEVERLY RD-NOSTRAND AVE       ,00007757,00000578,00000132,00000144,00000002,00005123,00003304,00000003,00000051,00000239,00000000,00000413,00000051,00000096,00000000,00000056,00000000,00000000,00000000,00001011,00000000,00000032,00000000,00000140,00000113,00000051,                                                                                                    
R211,KINGS HIGHWAY-EAST 16TH ST    ,00029465,00003306,00000349,00001314,00000011,00012724,00020164,00000037,00000386,00000752,00000008,00001244,00000819,00000297,00000000,00000191,00000000,00000000,00000000,00003561,00000000,00000264,00000000,00000470,00000154,00000359,                                                                                                    
R212,59TH STREET-4TH AVENUE        ,00020244,00001304,00000145,00000644,00000005,00011446,00013325,00000024,00000095,00000485,00000009,00000896,00000168,00000182,00000000,00000164,00000000,00000000,00000000,00003251,00000000,00000098,00000000,00000380,00000233,00000355,                                                                                                    
R213,BAY RIDGE AVE-4TH AVENUE      ,00013881,00001123,00000106,00000355,00000005,00006017,00008734,00000038,00000116,00000451,00000012,00000691,00000313,00000155,00000000,00000089,00000000,00000000,00000000,00002240,00000000,00000053,00000000,00000214,00000144,00000185,                                                                                                    
R214,77TH STREET-4TH AVENUE        ,00010788,00000965,00000082,00000219,00000001,00003665,00005786,00000016,00000189,00000275,00000000,00000582,00000252,00000183,00000000,00000138,00000000,00000000,00000000,00000815,00000000,00000029,00000000,00000117,00000026,00000048,                                                                                                    
R215,86TH STREET-4TH AVENUE        ,00016917,00001277,00000185,00000673,00000004,00012474,00012145,00000098,00000140,00000372,00000002,00000815,00000344,00000210,00000000,00000326,00000000,00000000,00000000,00002645,00000000,00000097,00000000,00000247,00000143,00000285,                                                                                                    
R216,BAY RIDGE - 95TH STREET       ,00011550,00001212,00000113,00000241,00000002,00003854,00005789,00000042,00000128,00000274,00000003,00000541,00000356,00000201,00000000,00000083,00000000,00000000,00000000,00000752,00000000,00000017,00000000,00000109,00000057,00000091,                                                                                                    
R217,HOYT ST-SCHERMERHORN ST       ,00021620,00000941,00000151,00000262,00000002,00011870,00011615,00000011,00000129,00000343,00000002,00001892,00000410,00000442,00000000,00000640,00000000,00000000,00000000,00001329,00000000,00000050,00000000,00000355,00000266,00000168,                                                                                                    
R218,ELMHURST AVE-BROADWAY         ,00021032,00002375,00000225,00000979,00000004,00012150,00022008,00000008,00000111,00000865,00000007,00001175,00000192,00000330,00000000,00000218,00000000,00000000,00000000,00002548,00000000,00000155,00000000,00000226,00000078,00000305,                                                                                                    
R219,67TH AVENUE-QUEENS BLVD       ,00014984,00002252,00000111,00000640,00000007,00004400,00011307,00000015,00000195,00000536,00000015,00001179,00000510,00000310,00000000,00000199,00000000,00000000,00000000,00002223,00000000,00000028,00000000,00000165,00000047,00000055,                                                                                                    
R220,CARROLL ST-PRESIDENT ST       ,00020712,00001257,00000090,00000274,00000006,00007570,00011642,00000009,00000262,00000264,00000006,00002113,00000708,00000534,00000000,00000493,00000000,00000000,00000000,00001906,00000000,00000020,00000000,00000131,00000095,00000085,                                                                                                    
R221,167TH STREET-RIVER AVENUE     ,00014063,00000614,00000153,00000171,00000000,00013271,00005381,00000013,00000029,00000513,00000001,00000718,00000020,00000060,00000000,00000211,00000000,00000000,00000000,00001925,00000000,00000016,00000000,00000443,00000504,00000282,                                                                                                    
R222,177TH STREET-PARKCHESTER      ,00025615,00001835,00000283,00000571,00000001,00016062,00013104,00000062,00000115,00000761,00000015,00001583,00000163,00000187,00000000,00000150,00000000,00000000,00000000,00003499,00000000,00000036,00000000,00000607,00000441,00000500,                                                                                                    
R223,46TH ST-BLISS ST              ,00021905,00001837,00000253,00000453,00000003,00014000,00016862,00000012,00000125,00000608,00000019,00001381,00000232,00000399,00000000,00000274,00000000,00000000,00000000,00002132,00000000,00000137,00000000,00000168,00000148,00000168,                                                                                                    
R224,CLARK STREET-HENRY STREET     ,00010943,00001330,00000081,00000255,00000021,00006248,00005221,00000008,00000067,00000183,00000008,00000740,00000306,00000205,00000000,00000456,00000000,00000000,00000000,00000304,00000000,00000009,00000000,00000025,00000005,00000029,                                                                                                    
R225,HOYT STREET-HOYT STREET       ,00007530,00000718,00000138,00000155,00000005,00004874,00004640,00000010,00000034,00000176,00000021,00000756,00000115,00000142,00000000,00000099,00000000,00000000,00000000,00000964,00000000,00000029,00000000,00000146,00000111,00000086,                                                                                                    
R226,GUN HILL ROAD-SEYMOUR         ,00004509,00000347,00000073,00000068,00000000,00002191,00001156,00000008,00000023,00000161,00000000,00000224,00000019,00000017,00000000,00000015,00000000,00000000,00000000,00000618,00000000,00000000,00000000,00000104,00000079,00000039,                                                                                                    
R227,RECTOR STREET-CHURCH STREET   ,00013108,00000530,00000057,00000113,00000013,00006972,00005639,00000461,00000176,00000076,00000008,00000757,00000368,00000183,00000000,00000409,00000000,00000000,00000000,00000323,00000000,00000009,00000000,00000041,00000017,00000025,                                                                                                    
R228,AVENUE J-EAST 16TH STREET     ,00009739,00001043,00000132,00000395,00000000,00005452,00006503,00000008,00000112,00000262,00000001,00000415,00000252,00000077,00000000,00000060,00000000,00000000,00000000,00001803,00000000,00000104,00000000,00000158,00000097,00000133,                                                                                                    
R229,AVENUE M-EAST 16TH STREET     ,00010330,00001049,00000126,00000384,00000001,00004279,00005739,00000010,00000121,00000316,00000001,00000279,00000322,00000116,00000000,00000064,00000000,00000000,00000000,00002076,00000000,00000079,00000000,00000148,00000052,00000184,                                                                                                    
R230,NECK ROAD-EAST 16TH STREET    ,00008159,00001142,00000036,00000304,00000002,00002090,00006248,00000004,00000112,00000222,00000000,00000332,00000218,00000080,00000000,00000050,00000000,00000000,00000000,00001162,00000000,00000040,00000000,00000148,00000032,00000128,                                                                                                    
R231,UNION STREET-4TH AVENUE       ,00014575,00000746,00000062,00000147,00000005,00006523,00008466,00000012,00000210,00000207,00000002,00001353,00000476,00000351,00000000,00000385,00000000,00000000,00000000,00000800,00000000,00000029,00000000,00000082,00000072,00000080,                                                                                                    
