     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,12/11/2010-12/17/2010,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
REMOTE, STATION,FF,SEN/DIS, 7-D AFAS UNL,30-D AFAS/RMF UNL,JOINT RR TKT,7-D UNL,30-D UNL,14-D RFM UNL,1-D UNL,14-D UNL,7D-XBUS PASS,TCMC,LIB SPEC SEN,RR UNL NO TRADE,TCMC ANNUAL MC,MR EZPAY EXP,MR EZPAY UNL,PATH 2-T,AIRTRAIN FF,AIRTRAIN 30-D,AIRTRAIN 10-T,AIRTRAIN MTHLY,                                                                                                   
R122,90TH STREET/ELMHURST AVENUE   ,00039219,00001541,00000147,00000516,00000007,00020376,00026439,00000025,00000494,00001047,00000012,00000139,00000000,00000008,00001128,00000037,00000048,00000000,00000053,00000000,00000000,00000000,                                                                                                                                        
R123,FRANKLIN AVE/EASTERN PKWY     ,00026088,00001181,00000180,00000433,00000005,00012034,00022410,00000037,00000347,00003038,00000045,00000138,00000000,00000024,00003242,00000060,00000088,00000000,00000104,00000000,00000000,00000000,                                                                                                                                        
R124,KINGSTON AVE/EASTERN PKWY     ,00012357,00000692,00000102,00000320,00000001,00004519,00005698,00000018,00000154,00000892,00000010,00000051,00000000,00000007,00001009,00000023,00000033,00000000,00000028,00000000,00000000,00000000,                                                                                                                                        
R125,BROAD STREET & WALL STREET    ,00012520,00000356,00000026,00000086,00000015,00002519,00008306,00000019,00000205,00000594,00000079,00000308,00000000,00000039,00001940,00000106,00000034,00000000,00000036,00000000,00000000,00000000,                                                                                                                                        
R126,175TH STREET/FT WASHINGTON    ,00034284,00001604,00000080,00000385,00000001,00009432,00017988,00000021,00000416,00001791,00000009,00000250,00000000,00000032,00001666,00000147,00000110,00000000,00000114,00000000,00000000,00000000,                                                                                                                                        
R127,JAY ST-METROTECH              ,00076565,00003051,00000452,00001137,00000087,00025364,00049263,00000118,00001391,00005523,00000167,00000551,00000000,00000253,00012870,00000426,00000209,00000000,00000270,00000000,00000000,00000000,                                                                                                                                        
R128,SUTPHIN BLVD-HILLSIDE AVE     ,00011828,00000549,00000063,00000157,00000013,00004110,00007919,00000007,00000100,00000453,00000011,00000107,00000000,00000023,00000459,00000006,00000012,00000000,00000028,00000000,00000000,00000000,                                                                                                                                        
R129,BERGEN STREET-SMITH STREET    ,00026828,00001027,00000054,00000290,00000013,00006596,00025161,00000019,00000300,00001911,00000011,00000332,00000000,00000027,00002476,00000182,00000109,00000000,00000201,00000000,00000000,00000000,                                                                                                                                        
R130,KINGS HIGHWAY-MCDONALD AVE    ,00007597,00000525,00000026,00000244,00000000,00002436,00005943,00000004,00000035,00000184,00000007,00000112,00000000,00000000,00000446,00000056,00000025,00000000,00000013,00000000,00000000,00000000,                                                                                                                                        
R131,23RD STREET-PARK AVE SOUTH    ,00079603,00003949,00000206,00000938,00000403,00017096,00062060,00000095,00001073,00003917,00000913,00001260,00000000,00000919,00004347,00000859,00000418,00000000,00000384,00000000,00000000,00000000,                                                                                                                                        
R132,125TH STREET-LEXINGTON AVE    ,00057076,00002652,00000532,00001621,00000352,00032307,00037121,00000114,00001182,00005998,00000210,00000272,00000000,00001161,00006124,00000316,00000148,00000000,00000161,00000000,00000000,00000000,                                                                                                                                        
R133,MOSHOLU PARKWAY-JEROME AVE    ,00019894,00000910,00000135,00000345,00000011,00008907,00010380,00000044,00000213,00001658,00000028,00000061,00000000,00000021,00001716,00000045,00000039,00000000,00000058,00000000,00000000,00000000,                                                                                                                                        
R134,HUNTERS PT AVE-49TH AVE       ,00015442,00000495,00000041,00000111,00000878,00003531,00006144,00000018,00000082,00000346,00000055,00000164,00000000,00001745,00002220,00000204,00000015,00000000,00000038,00000000,00000000,00000000,                                                                                                                                        
R135,NEWKIRK AVE-NOSTRAND AVE      ,00016963,00000804,00000138,00000330,00000003,00008695,00008902,00000024,00000182,00001487,00000015,00000071,00000000,00000013,00002195,00000030,00000038,00000000,00000033,00000000,00000000,00000000,                                                                                                                                        
R136,SHEEPSHEAD BAY ROAD           ,00027300,00001945,00000167,00000861,00000010,00006013,00023621,00000020,00000218,00001192,00000047,00000627,00000000,00000024,00002871,00000181,00000048,00000000,00000033,00000000,00000000,00000000,                                                                                                                                        
R137,MYRTLE AVE-GATES AVENUE       ,00039051,00001057,00000157,00000490,00000015,00018542,00028807,00000031,00000452,00002530,00000049,00000199,00000000,00000008,00002069,00000032,00000078,00000000,00000109,00000000,00000000,00000000,                                                                                                                                        
R138,WEST 4TH ST-WASHINGTON SQ     ,00105744,00005270,00000288,00001212,00000242,00026090,00083685,00000099,00003417,00006054,00000574,00001126,00000000,00000622,00004891,00000870,00000573,00000000,00001020,00000000,00000000,00000000,                                                                                                                                        
R139,CANAL STREET-LISPENARD ST     ,00052605,00001556,00000094,00000407,00000388,00011080,00031902,00000037,00001834,00002237,00000174,00000583,00000000,00001211,00003233,00000447,00000183,00000000,00000343,00000000,00000000,00000000,                                                                                                                                        
R140,QUEENS PLAZA-JACKSON AVE      ,00016964,00000639,00000062,00000324,00000037,00007041,00011068,00000047,00000259,00000919,00000057,00000156,00000000,00000071,00001968,00000092,00000036,00000000,00000071,00000000,00000000,00000000,                                                                                                                                        
R141,71ST AVE-CONTINENTAL AVE      ,00055177,00005354,00000294,00001549,00000037,00013057,00051204,00000087,00000447,00002559,00000152,00000943,00000000,00000142,00004902,00000453,00000199,00000000,00000207,00000000,00000000,00000000,                                                                                                                                        
R142,ESSEX ST-DELANCEY ST          ,00050259,00002118,00000207,00000895,00000022,00017402,00042208,00000048,00001087,00003534,00000142,00000341,00000000,00000089,00004093,00000243,00000233,00000000,00000331,00000000,00000000,00000000,                                                                                                                                        
R143,28TH STREET-PARK AVE SOUTH    ,00061735,00002684,00000199,00000660,00000204,00014710,00043528,00000048,00001242,00002499,00000271,00001109,00000000,00000446,00004720,00000524,00000267,00000000,00000371,00000000,00000000,00000000,                                                                                                                                        
R144,96TH STREET-LEXINGTON AVE     ,00057835,00003500,00000213,00001063,00000073,00015721,00050316,00000056,00000860,00003769,00000281,00000556,00000000,00000355,00005072,00000613,00000453,00000000,00000262,00000000,00000000,00000000,                                                                                                                                        
R145,241TH ST-WHITE PLAINS RD      ,00012060,00000372,00000049,00000126,00000004,00005725,00004074,00000005,00000125,00000836,00000016,00000034,00000000,00000002,00000610,00000018,00000026,00000000,00000040,00000000,00000000,00000000,                                                                                                                                        
R146,HUNTS PT AVE-SOUTHERN BLVD    ,00018228,00000648,00000145,00000383,00000008,00013349,00010671,00000031,00000235,00002464,00000040,00000051,00000000,00000005,00002600,00000044,00000026,00000000,00000030,00000000,00000000,00000000,                                                                                                                                        
R147,61ST STREET-ROOSEVELT AVE     ,00035127,00001958,00000126,00000688,00000291,00012820,00034588,00000020,00000434,00001369,00000019,00000227,00000000,00000766,00001601,00000079,00000069,00000000,00000126,00000000,00000000,00000000,                                                                                                                                        
R148,PARKSIDE AVE-OCEAN AVE        ,00014000,00000599,00000155,00000375,00000003,00007376,00011700,00000038,00000205,00001479,00000011,00000050,00000000,00000005,00001634,00000018,00000050,00000000,00000049,00000000,00000000,00000000,                                                                                                                                        
R149,NEWKIRK AVE-EAST 16TH ST      ,00020968,00001289,00000148,00000538,00000005,00008202,00018135,00000013,00000167,00001315,00000047,00000141,00000000,00000023,00001902,00000069,00000084,00000000,00000032,00000000,00000000,00000000,                                                                                                                                        
R150,AVENUE U-EAST 16TH STREET     ,00012127,00000980,00000057,00000582,00000003,00002987,00013849,00000010,00000096,00000388,00000025,00000157,00000000,00000009,00000819,00000047,00000036,00000000,00000008,00000000,00000000,00000000,                                                                                                                                        
R151,STILLWELL AVE-CONEY ISLAND    ,00020668,00001240,00000133,00001097,00000000,00010040,00014092,00000025,00000361,00001402,00000041,00000084,00000000,00000001,00001951,00000010,00000010,00000000,00000021,00000000,00000000,00000000,                                                                                                                                        
R152,ROCKAWAY PKWY-GLENWOOD RD     ,00021297,00000665,00000154,00000427,00000005,00013210,00013969,00000047,00000283,00002676,00000070,00000173,00000000,00000017,00003524,00000040,00000020,00000000,00000053,00000000,00000000,00000000,                                                                                                                                        
R153,UTICA AVE-STUYVESANT AVE      ,00024505,00000835,00000197,00000392,00000002,00016873,00016592,00000059,00000468,00003293,00000022,00000143,00000000,00000016,00004346,00000020,00000042,00000000,00000118,00000000,00000000,00000000,                                                                                                                                        
R154,TREMONT AVE-179TH ST          ,00017158,00000505,00000125,00000255,00000005,00012537,00010539,00000042,00000244,00001697,00000017,00000089,00000000,00000010,00001651,00000010,00000012,00000000,00000044,00000000,00000000,00000000,                                                                                                                                        
R155,KINGSBRIDGE RD-196TH ST       ,00016531,00000540,00000093,00000274,00000002,00009580,00008777,00000025,00000193,00001367,00000026,00000048,00000000,00000021,00001330,00000008,00000009,00000000,00000020,00000000,00000000,00000000,                                                                                                                                        
R156,BEDFORD PARK BLVD-203RD ST    ,00012667,00000619,00000064,00000243,00000001,00006484,00009062,00000037,00000112,00000937,00000012,00000049,00000000,00000004,00001485,00000024,00000017,00000000,00000019,00000000,00000000,00000000,                                                                                                                                        
R157,205TH ST-BAINBRIDGE AVE       ,00016777,00000626,00000082,00000244,00000004,00008909,00010445,00000029,00000163,00001352,00000063,00000080,00000000,00000017,00001447,00000056,00000030,00000000,00000074,00000000,00000000,00000000,                                                                                                                                        
R158,UNION TURNPIKE-KEW GARDENS    ,00039696,00002765,00000221,00001158,00000034,00016239,00046616,00000106,00000598,00002763,00000110,00000513,00000000,00000144,00004977,00000233,00000118,00000000,00000163,00000000,00000000,00000000,                                                                                                                                        
R159,116TH STREET-COLUMBIA         ,00046943,00002110,00000095,00000476,00000105,00007366,00031899,00000048,00000646,00002820,00000080,00000289,00000000,00000353,00001348,00000562,00000316,00000000,00000409,00000000,00000000,00000000,                                                                                                                                        
R160,ASTOR PLACE-4 AVENUE          ,00050661,00002439,00000132,00000469,00000142,00012730,00040641,00000035,00001576,00003186,00000164,00000599,00000000,00000524,00002249,00000493,00000235,00000000,00000391,00000000,00000000,00000000,                                                                                                                                        
R161,KINGSBRIDGE RD-JEROME AVE     ,00020068,00000653,00000123,00000330,00000005,00011601,00011573,00000058,00000204,00001892,00000040,00000062,00000000,00000005,00001736,00000041,00000019,00000000,00000017,00000000,00000000,00000000,                                                                                                                                        
R162,ELDER AVE-WESTCHESTER AVE     ,00015530,00000466,00000073,00000125,00000001,00009459,00006124,00000008,00000115,00001011,00000008,00000063,00000000,00000001,00000862,00000021,00000019,00000000,00000019,00000000,00000000,00000000,                                                                                                                                        
R163,14TH STREET-6TH AVENUE        ,00065381,00002855,00000159,00000869,00000039,00016794,00055382,00000055,00001363,00004782,00000307,00000852,00000000,00000180,00004258,00000469,00000382,00000000,00000449,00000000,00000000,00000000,                                                                                                                                        
R164,66TH STREET-BROADWAY          ,00059321,00006435,00000288,00001191,00000243,00013915,00044222,00000062,00001490,00003594,00000192,00000790,00000000,00000975,00002913,00000665,00000347,00000000,00000401,00000000,00000000,00000000,                                                                                                                                        
R165,TOMPKINSVILLE                 ,00002398,00000042,00000006,00000009,00000000,00000374,00000373,00000000,00000006,00000026,00000002,00000009,00000000,00000000,00000063,00000002,00000000,00000000,00000007,00000000,00000000,00000000,                                                                                                                                        
R166,79TH STREET-BROADWAY          ,00041193,00004136,00000158,00000943,00000029,00013222,00033832,00000062,00001286,00002548,00000097,00000555,00000000,00000155,00002194,00000387,00000202,00000000,00000324,00000000,00000000,00000000,                                                                                                                                        
R167,86TH STREET-BROADWAY          ,00045842,00004703,00000273,00001188,00000023,00013683,00041510,00000091,00000940,00003229,00000089,00000611,00000000,00000190,00002752,00000548,00000272,00000000,00000289,00000000,00000000,00000000,                                                                                                                                        
R168,96TH STREET-BROADWAY          ,00080356,00008465,00000505,00002324,00000038,00030099,00077644,00000151,00002106,00005749,00000171,00001056,00000000,00000311,00006187,00000791,00000556,00000000,00000540,00000000,00000000,00000000,                                                                                                                                        
R169,137TH STREET-BROADWAY         ,00029089,00001288,00000154,00000392,00000027,00016361,00026957,00000029,00000408,00002781,00000032,00000118,00000000,00000027,00002398,00000120,00000120,00000000,00000080,00000000,00000000,00000000,                                                                                                                                        
R170,14TH STREET-UNION SQUARE      ,00276978,00012374,00000914,00003497,00000705,00080260,00241265,00000209,00007716,00021135,00001116,00003294,00000000,00002235,00019497,00002449,00001482,00000000,00002014,00000000,00000000,00000000,                                                                                                                                        
R171,7TH AVENUE-PARK PLACE         ,00022277,00001037,00000066,00000286,00000008,00005415,00025694,00000024,00000267,00001637,00000019,00000282,00000000,00000016,00001995,00000234,00000116,00000000,00000123,00000000,00000000,00000000,                                                                                                                                        
R172,BRIGHTON BEACH-CONEY ISLAND   ,00026688,00002217,00000139,00000765,00000008,00007444,00019611,00000031,00000321,00001230,00000024,00000223,00000000,00000048,00001320,00000084,00000029,00000000,00000034,00000000,00000000,00000000,                                                                                                                                        
R173,207TH STREET-BROADWAY         ,00016447,00001046,00000144,00000445,00000002,00007573,00016461,00000020,00000237,00001337,00000080,00000123,00000000,00000025,00002029,00000061,00000094,00000000,00000061,00000000,00000000,00000000,                                                                                                                                        
R174,181ST STREET-FT WASH AVE      ,00022729,00001647,00000105,00000492,00000001,00007191,00022802,00000021,00000266,00001714,00000014,00000254,00000000,00000014,00002189,00000147,00000099,00000000,00000110,00000000,00000000,00000000,                                                                                                                                        
R175,8TH AVENUE-14TH STREET        ,00098479,00003664,00000274,00001281,00000352,00030329,00078713,00000097,00002386,00006010,00000352,00000991,00000000,00000764,00006319,00000815,00000411,00000000,00000988,00000000,00000000,00000000,                                                                                                                                        
R176,33RD STREET-PARK AVENUE       ,00081310,00004170,00000204,00000812,00000189,00018778,00058184,00000049,00001773,00003713,00000894,00001326,00000000,00000358,00004063,00000673,00000353,00000000,00000542,00000000,00000000,00000000,                                                                                                                                        
R177,68TH STREET-HUNTER COLLEGE    ,00092750,00006458,00000247,00001052,00000399,00019822,00065989,00000054,00001146,00005008,00000493,00001038,00000000,00000970,00004212,00000934,00000478,00000000,00000376,00000000,00000000,00000000,                                                                                                                                        
R178,77TH STREET-LEXINGTON AVE     ,00096296,00007214,00000265,00001144,00000200,00023043,00069777,00000071,00001741,00004524,00000345,00001368,00000000,00000680,00004101,00001021,00000489,00000000,00000615,00000000,00000000,00000000,                                                                                                                                        
R179,86TH STREET-LEXINGTON AVE     ,00149651,00010784,00000505,00002023,00000202,00041592,00131549,00000124,00002589,00008940,00000657,00002330,00000000,00000793,00010011,00001710,00000942,00000000,00000818,00000000,00000000,00000000,                                                                                                                                        
R180,103RD STREET-LEXINGTON AVE    ,00035786,00001697,00000196,00000634,00000057,00016816,00024365,00000037,00000474,00002907,00000079,00000192,00000000,00000100,00002919,00000115,00000103,00000000,00000094,00000000,00000000,00000000,                                                                                                                                        
R181,110TH STREET-LEXINGTON AVE    ,00025015,00001411,00000111,00000456,00000012,00014065,00019014,00000017,00000452,00002448,00000046,00000098,00000000,00000015,00002798,00000059,00000076,00000000,00000060,00000000,00000000,00000000,                                                                                                                                        
R182,116TH STREET-LEXINGTON AVE    ,00031831,00001431,00000169,00000631,00000012,00021728,00023720,00000039,00000621,00003150,00000071,00000078,00000000,00000035,00003266,00000078,00000118,00000000,00000089,00000000,00000000,00000000,                                                                                                                                        
R183,BEDFORD PARK BLVD-JEROME AV   ,00011186,00000379,00000065,00000215,00000003,00005912,00007200,00000007,00000138,00000980,00000020,00000052,00000000,00000003,00001050,00000045,00000014,00000000,00000025,00000000,00000000,00000000,                                                                                                                                        
R184,CORTELYOU RD-EAST 16TH ST     ,00015448,00000795,00000068,00000304,00000005,00005799,00013377,00000017,00000122,00000988,00000041,00000177,00000000,00000013,00001469,00000060,00000086,00000000,00000055,00000000,00000000,00000000,                                                                                                                                        
R185,DYCKMAN STREET-BROADWAY       ,00014226,00000775,00000057,00000262,00000003,00006200,00011962,00000014,00000166,00001164,00000014,00000069,00000000,00000015,00001217,00000030,00000064,00000000,00000039,00000000,00000000,00000000,                                                                                                                                        
R186,86TH ST-CENTRAL PARK WEST     ,00021577,00002111,00000112,00000547,00000015,00006472,00022031,00000027,00000411,00001509,00000067,00000338,00000000,00000105,00001604,00000238,00000168,00000000,00000142,00000000,00000000,00000000,                                                                                                                                        
R187,81ST STREET-MUSEUM            ,00027897,00001632,00000094,00000366,00000042,00009324,00020573,00000015,00001998,00001525,00000060,00000310,00000000,00000188,00001358,00000275,00000119,00000000,00000295,00000000,00000000,00000000,                                                                                                                                        
R188,50TH STREET-8TH AVENUE        ,00049078,00002016,00000157,00000739,00000177,00013761,00031785,00000051,00002288,00002330,00000151,00000404,00000000,00000408,00002221,00000373,00000204,00000000,00000597,00000000,00000000,00000000,                                                                                                                                        
R189,CHRISTOPHER ST-SHERIDAN SQ    ,00031648,00002284,00000106,00000482,00000051,00007739,00020268,00000033,00001550,00001510,00000096,00000355,00000000,00000136,00001268,00000252,00000158,00000000,00000330,00000000,00000000,00000000,                                                                                                                                        
R190,23RD STREET-7TH AVENUE        ,00035348,00002587,00000200,00000953,00000154,00010588,00028003,00000056,00000833,00002259,00000153,00000503,00000000,00000232,00002311,00000327,00000184,00000000,00000261,00000000,00000000,00000000,                                                                                                                                        
R191,103RD STREET-BROADWAY         ,00030534,00003551,00000206,00000837,00000003,00012913,00027168,00000048,00000978,00002702,00000051,00000234,00000000,00000060,00002055,00000314,00000175,00000000,00000242,00000000,00000000,00000000,                                                                                                                                        
R192,110TH STREET-BROADWAY         ,00033881,00002838,00000192,00000838,00000018,00010461,00028728,00000028,00000716,00002445,00000042,00000290,00000000,00000109,00002061,00000349,00000177,00000000,00000298,00000000,00000000,00000000,                                                                                                                                        
R193,157TH STREET-BROADWAY         ,00019853,00001247,00000203,00000431,00000003,00013227,00017311,00000057,00000296,00001983,00000015,00000083,00000000,00000015,00001721,00000056,00000050,00000000,00000069,00000000,00000000,00000000,                                                                                                                                        
R194,BLEECKER ST-LAFAYETTE ST      ,00034901,00001368,00000108,00000284,00000078,00010536,00032074,00000023,00001218,00002530,00000085,00000466,00000000,00000309,00001683,00000283,00000204,00000000,00000294,00000000,00000000,00000000,                                                                                                                                        
R195,161ST STREET-YANKEE STADIUM   ,00044926,00002004,00000309,00000899,00000026,00026954,00025312,00000083,00000891,00004606,00000090,00000182,00000000,00000105,00006095,00000107,00000044,00000000,00000110,00000000,00000000,00000000,                                                                                                                                        
R196,PROSPECT PARK-EMPIRE BLVD     ,00016577,00000785,00000119,00000356,00000002,00008951,00016036,00000018,00000251,00002071,00000019,00000109,00000000,00000012,00002262,00000043,00000081,00000000,00000076,00000000,00000000,00000000,                                                                                                                                        
R197,36TH STREET-4TH AVENUE        ,00026067,00001062,00000119,00000465,00000031,00010011,00019332,00000020,00000199,00001220,00000042,00000196,00000000,00000055,00001760,00000101,00000079,00000000,00000072,00000000,00000000,00000000,                                                                                                                                        
R198,NOSTRAND AVE-FULTON ST        ,00031012,00001079,00000325,00000517,00000012,00019810,00023684,00000085,00000603,00003611,00000026,00000137,00000000,00000021,00004289,00000065,00000124,00000000,00000226,00000000,00000000,00000000,                                                                                                                                        
R199,KINGSTON AVE-THROOP AVE       ,00011219,00000386,00000098,00000169,00000000,00006054,00006546,00000021,00000170,00001209,00000004,00000038,00000000,00000001,00001377,00000023,00000042,00000000,00000037,00000000,00000000,00000000,                                                                                                                                        
R200,EUCLID AVE-PITKIN AVE         ,00022026,00000754,00000157,00000288,00000000,00010408,00009761,00000023,00000249,00001733,00000019,00000075,00000000,00000004,00003024,00000026,00000030,00000000,00000054,00000000,00000000,00000000,                                                                                                                                        
R201,WOODHAVEN BLVD-QUEENS BLVD    ,00053826,00002926,00000279,00001016,00000010,00017898,00041264,00000057,00000678,00002755,00000109,00000442,00000000,00000043,00004896,00000117,00000085,00000000,00000119,00000000,00000000,00000000,                                                                                                                                        
R202,63RD DRIVE-REGO PARK          ,00036108,00004134,00000219,00001034,00000020,00008587,00032679,00000050,00000347,00001665,00000097,00000618,00000000,00000064,00002750,00000157,00000119,00000000,00000092,00000000,00000000,00000000,                                                                                                                                        
R203,23RD STREET-6TH AVENUE        ,00040109,00001619,00000137,00000613,00000074,00009718,00032310,00000038,00000735,00001876,00000285,00000807,00000000,00000137,00001909,00000362,00000190,00000000,00000212,00000000,00000000,00000000,                                                                                                                                        
R204,CHURCH AVE-MCDONALD AVE       ,00018711,00001233,00000138,00000672,00000001,00007419,00020727,00000018,00000163,00001027,00000028,00000149,00000000,00000009,00001417,00000063,00000039,00000000,00000047,00000000,00000000,00000000,                                                                                                                                        
R205,149TH ST-GRAND CONCOURSE      ,00024915,00000826,00000151,00000412,00000012,00015171,00016351,00000035,00000340,00002783,00000064,00000072,00000000,00000029,00004391,00000050,00000035,00000000,00000042,00000000,00000000,00000000,                                                                                                                                        
R206,125TH STREET-LENOX AVENUE     ,00026568,00001489,00000308,00000841,00000034,00017765,00020307,00000079,00000918,00003507,00000105,00000128,00000000,00000202,00003786,00000087,00000111,00000000,00000103,00000000,00000000,00000000,                                                                                                                                        
R207,135TH STREET-LENOX AVENUE     ,00027782,00001984,00000310,00000865,00000008,00015200,00020279,00000089,00000508,00003403,00000065,00000114,00000000,00000030,00005162,00000060,00000129,00000000,00000117,00000000,00000000,00000000,                                                                                                                                        
R208,103RD ST-ROOSEVELT AVE        ,00046036,00000745,00000113,00000345,00000001,00026165,00020387,00000008,00001757,00001038,00000014,00000065,00000000,00000005,00000811,00000036,00000034,00000000,00000058,00000000,00000000,00000000,                                                                                                                                        
R209,STERLING ST-NOSTRAND AVE      ,00012514,00000915,00000143,00000218,00000000,00006271,00008080,00000033,00000167,00001074,00000007,00000086,00000000,00000001,00001376,00000019,00000031,00000000,00000036,00000000,00000000,00000000,                                                                                                                                        
R210,BEVERLY RD-NOSTRAND AVE       ,00009515,00000401,00000061,00000154,00000000,00004615,00004821,00000012,00000075,00000797,00000010,00000047,00000000,00000001,00000945,00000007,00000008,00000000,00000018,00000000,00000000,00000000,                                                                                                                                        
R211,KINGS HIGHWAY-EAST 16TH ST    ,00035167,00002710,00000177,00001059,00000026,00009131,00029570,00000045,00000267,00001413,00000058,00000570,00000000,00000034,00002851,00000217,00000078,00000000,00000040,00000000,00000000,00000000,                                                                                                                                        
R212,59TH STREET-4TH AVENUE        ,00028718,00001031,00000104,00000532,00000019,00010365,00021269,00000023,00000168,00001212,00000055,00000138,00000000,00000042,00001220,00000082,00000052,00000000,00000046,00000000,00000000,00000000,                                                                                                                                        
R213,BAY RIDGE AVE-4TH AVENUE      ,00017149,00000931,00000058,00000376,00000000,00004956,00015745,00000021,00000151,00000729,00000086,00000174,00000000,00000004,00001429,00000097,00000053,00000000,00000025,00000000,00000000,00000000,                                                                                                                                        
R214,77TH STREET-4TH AVENUE        ,00013571,00000846,00000041,00000268,00000000,00002385,00010014,00000017,00000078,00000448,00000030,00000218,00000000,00000005,00000996,00000100,00000038,00000000,00000042,00000000,00000000,00000000,                                                                                                                                        
R215,86TH STREET-4TH AVENUE        ,00019435,00001060,00000091,00000597,00000004,00007662,00018079,00000008,00000226,00001168,00000196,00000242,00000000,00000012,00001479,00000106,00000054,00000000,00000038,00000000,00000000,00000000,                                                                                                                                        
R216,BAY RIDGE - 95TH STREET       ,00014960,00001127,00000061,00000216,00000005,00002598,00010493,00000017,00000083,00000530,00000098,00000271,00000000,00000009,00000953,00000128,00000029,00000000,00000036,00000000,00000000,00000000,                                                                                                                                        
R217,HOYT ST-SCHERMERHORN ST       ,00024007,00001066,00000128,00000316,00000008,00009523,00012564,00000045,00000342,00001643,00000018,00000085,00000000,00000007,00003402,00000067,00000050,00000000,00000127,00000000,00000000,00000000,                                                                                                                                        
R218,ELMHURST AVE-BROADWAY         ,00027304,00001959,00000136,00000719,00000002,00008727,00036848,00000031,00000288,00001088,00000022,00000155,00000000,00000022,00001808,00000043,00000051,00000000,00000071,00000000,00000000,00000000,                                                                                                                                        
R219,67TH AVENUE-QUEENS BLVD       ,00020681,00002352,00000105,00000560,00000006,00003291,00019194,00000024,00000154,00000684,00000047,00000472,00000000,00000027,00001696,00000115,00000061,00000000,00000086,00000000,00000000,00000000,                                                                                                                                        
R220,CARROLL ST-PRESIDENT ST       ,00026109,00001069,00000073,00000249,00000005,00005518,00023527,00000007,00000260,00001602,00000025,00000343,00000000,00000018,00001961,00000165,00000138,00000000,00000178,00000000,00000000,00000000,                                                                                                                                        
R221,167TH STREET-RIVER AVENUE     ,00018761,00000512,00000108,00000228,00000001,00013564,00010472,00000031,00000238,00001559,00000012,00000022,00000000,00000017,00001461,00000022,00000016,00000000,00000018,00000000,00000000,00000000,                                                                                                                                        
R222,177TH STREET-PARKCHESTER      ,00025979,00001241,00000162,00000409,00000006,00012152,00019031,00000034,00000238,00002332,00000093,00000214,00000000,00000008,00003590,00000073,00000082,00000000,00000060,00000000,00000000,00000000,                                                                                                                                        
R223,46TH ST-BLISS ST              ,00031283,00001485,00000106,00000470,00000005,00014442,00032762,00000039,00000335,00001351,00000033,00000135,00000000,00000036,00001585,00000077,00000110,00000000,00000098,00000000,00000000,00000000,                                                                                                                                        
R224,CLARK STREET-HENRY STREET     ,00012874,00001438,00000053,00000315,00000033,00002945,00012622,00000016,00000282,00001162,00000029,00000220,00000000,00000038,00001148,00000204,00000066,00000000,00000076,00000000,00000000,00000000,                                                                                                                                        
R225,HOYT STREET-HOYT STREET       ,00009862,00000722,00000082,00000168,00000017,00005131,00004895,00000023,00000180,00000828,00000007,00000017,00000000,00000050,00001719,00000024,00000004,00000000,00000023,00000000,00000000,00000000,                                                                                                                                        
R226,GUN HILL ROAD-SEYMOUR         ,00013268,00000429,00000100,00000135,00000000,00005624,00005216,00000019,00000131,00001058,00000082,00000122,00000000,00000001,00001504,00000029,00000011,00000000,00000028,00000000,00000000,00000000,                                                                                                                                        
R227,RECTOR STREET-CHURCH STREET   ,00019849,00000925,00000040,00000183,00000042,00003399,00014839,00000010,00000837,00000719,00001036,00000475,00000000,00000098,00001667,00000212,00000081,00000000,00000094,00000000,00000000,00000000,                                                                                                                                        
R228,AVENUE J-EAST 16TH STREET     ,00013477,00001102,00000098,00000473,00000008,00004600,00012683,00000011,00000124,00000656,00000013,00000176,00000000,00000011,00000927,00000097,00000030,00000000,00000024,00000000,00000000,00000000,                                                                                                                                        
R229,AVENUE M-EAST 16TH STREET     ,00008394,00000744,00000054,00000276,00000012,00002069,00005900,00000021,00000047,00000262,00000006,00000079,00000000,00000008,00000584,00000037,00000030,00000000,00000012,00000000,00000000,00000000,                                                                                                                                        
R230,NECK ROAD-EAST 16TH STREET    ,00008648,00000688,00000022,00000307,00000009,00001075,00008665,00000015,00000036,00000215,00000011,00000193,00000000,00000005,00000604,00000057,00000029,00000000,00000005,00000000,00000000,00000000,                                                                                                                                        
R231,UNION STREET-4TH AVENUE       ,00017759,00000659,00000067,00000145,00000004,00004321,00016528,00000006,00000247,00001056,00000020,00000221,00000000,00000016,00001526,00000167,00000088,00000000,00000115,00000000,00000000,00000000,                                                                                                                                        
R232,45TH STREET-4TH AVENUE        ,00019338,00000887,00000086,00000345,00000003,00007379,00010497,00000005,00000139,00000695,00000011,00000073,00000000,00000010,00000818,00000038,00000052,00000000,00000057,00000000,00000000,00000000,                                                                                                                                        
R233,53RD STREET-4TH AVENUE        ,00019883,00000632,00000077,00000272,00000000,00007271,00011510,00000013,00000092,00000831,00000024,00000030,00000000,00000015,00000603,00000021,00000050,00000000,00000040,00000000,00000000,00000000,                                                                                                                                        
